ID,Content Length,Content
560285945237078034,16,‘ ‘ ‘ jjjj ‘ ‘ ‘
560285983657164812,4,Help
560286536285814784,86,``` for a great low rate you can get online_ go to the general and save some time! ```
560286689264664616,16,I can talk again
560286957171769357,22,<@!523930253769572373>
560287200005324820,38,My dad is thanos so I’m using it twice
560287300131618825,25,DAD! COME SNAP THIS DUDE!
560287502041219073,16,Raki face reveal
560287647956992013,17,No mine is better
560287707130101780,2,Ok
560287760590831630,4,Shut
560287941973377064,41,Guys I got a really important personation
560288008306294804,0,
560288124228468747,0,
560288251462680588,2,Ok
560288318798037004,11,Panda farts
560605734463733770,12,Breaks chain
560608873094840332,23,Thanks Leon for my card
560609280193986561,18,I have no homework
560609392852992021,0,
560609532447948837,36,Why can’t I get a card what did I do
560609635531489280,5,Thank
560609722672087070,25,How do I become important
560609882412154890,3,How
560610065065836554,41,Please let me get card last ask I’m lying
560624140256542731,0,
560624492888457216,0,
560624535976673281,2,Hi
560624718005141507,35,<@!523930253769572373> rate my card
560624860758540309,11,BUT COME ON
560624872750055424,6,Please
560624910033223700,16,It’s a good card
560624999078166568,31,Please you gave us the template
560625050953187349,6,Please
560625084797288459,10,Please ves
560625133551616001,16,Please oh please
560625321989373953,0,
560625442877341697,0,
560625505213218846,3,Rip
560625945199771672,7,HI DROP
560626041408847872,34,Drop is it fine if I use this card
560626102608068610,2,Ok
560626160304914452,4,What
560626169930842165,4,Lois
560626195998310422,11,Please Lois
560626211534143488,3,Hey
560626221361266690,4,Lois
560626271894110258,4,Lmao
560626332757655572,22,Ok I gotta take a bath
560626437309202434,24,Or shower I can’t decide
560630936132124701,18,I’m in the bath rn
560630983108460565,11,Pretty warm
560631012581965864,15,I’ll talk later
560631111189921792,20,Gotta scrub my balls
560647651914416130,10,Sleep time
560647662689321001,3,Bye
560647815261585420,4,What
560647834987266068,2,Oh
560648427860656128,29,And nothing of value was lost
560648459330256898,9,I’m sorry
560648543648612353,0,
560648697843548162,0,
560648768282951711,3,Gay
560648871374749719,31,Up my ass and around the corner
560649001469345802,12,That’s where
560649166087520257,10,Sponge bob
560649314729459712,12,Ok bye y’all
560649364628832283,14,Goodnight Lois
560649445088296960,19,What are you saying
560649493570256896,2,Oh
560649513115844619,3,Nvm
560649594002866210,46,By the time I get back my card better be ready
560979476729561109,11,I love this
