ID,Server,Channel,Content Length,Content
560649583496265738,Official Fortnite,clan-recruiting,444,Team Awareness is recruiting (NA_ EU_ OCE)NLWhat we are looking for:NL👍200+ Wins👍NL👍2+ K/D👍NL👍Reliable to hitting pump shots👍NL👍Doesn't crap their pants under pressure👍NL👍Able to 1v2/3/4 is greatly prized and gets you a much better chance of getting in👍NL👍Amazing Building👍NL👍Able to laser beam👍NL👍 Active member👍NLNLWhat we offer:NL👍Great GFX👍NL👍Very active team (always on after school)👍NL👍Very nice and friendly community👍NLNLDM @COO | DoubleEdgedV to join!
