ID,Server,Channel,Content Length,Content
561010247049805836,Minion Masters,minion_masters_general,166,are only idiots playing mayhem? no matter what kind of fucking deck i bring_ im paired with some fucking moron who just throws. are all mayhems this fucking retarded?
