ID,Author,Content Length,Content
560609004687065118,Banh Mi Dac Biet,0,
560620747731501056,kippi,24,youre all already cancer
560620771462873099,Konan020,28,<:jester:497625109721382912>
560620790836625440,kippi,33,<:koulurk:409049105847943178> _ _
560620873053241375,kippi,4,nope
560620886768615438,kippi,12,shaman magic
560620894255448074,Konan020,0,
560621603025846277,kippi,7,pffffff
560621658461831168,Banh Mi Dac Biet,32,<:RinDisgust:404286670310211595>
560621733275762738,kippi,31,<:nnaaa:364942022684966912> _ _
560621752250793985,Konan020,0,
560621928587460640,kippi,9,then axis
560621945218007050,kippi,20,but for shitposting?
560621957440339979,kippi,8,new game
560621963337269252,kippi,4,axis
560621980186050581,kippi,7,satania
560622686372364289,kippi,37,<:cozy:339024092298608640> sleep time
560622687974850560,Konan020,28,<:jester:497625109721382912>
560622701539098624,Konan020,9,bye kippi
560622708354842637,kippi,25,have fun jungling 5 stack
560622716143796265,Konan020,10,sleep weel
560630624474628107,Banh Mi Dac Biet,47,https://anilist.co/user/BanhMiDacBiet/animelist
560644974962802688,Zel,0,
