ID,Server,Channel,Content Length,Content
558798254498644028,Official Fortnite,clan-recruiting,954,Team Lighting Alchemists (or) Team LA is recruiting right now!NLNLOur motto is; Stay strong_ remain strong!NLInternational_ world-wide Competitive & Professional players!NLNLAll types of players on different platforms_ and servers.NLAll are 13+_ active & mature!NLNLWe have GFX artists_ video editors_ content creators_ and streamers!NLWe have organized discord server (s).NLNLWe mainly focus on FN_ CSGONLWe also help players to get better!NLNLAny server is allowed! No restriction!NLAny platform allowed!NLNL━━━━━━━━━━━━━━━━NLRequirements;NLNLShould be 13+NLMature and non toxic.NLShould not show hate to other members.NLNL━━━━━━━━━━━━━━━━NLWhat we offer?NLNLSponsors.NLMature and good members.NLGFX Artists_ video editors.NLEntertainment; content creators_ streamers.NLOrganized discord servers_ and not a one game team!NL━━━━━━━━━━━━━━━━━━━━━━NLTeams:NLCausal Team: No tryoutsNLMid Comp team: Turtle Wars_ Build BattlesNLCompetitive: Turtle Wars_ Build Battles_ Edit Wars. (More strict)
