ID,Server,Channel,Content Length,Content
558767241064087592,Official Fortnite,battleroyale-images,21,That is just flexing.
558786017486700545,Official Fortnite,lfg-battleroyale-pc,31,Looking for 1vs1 | EU | PM ME |
558786353194729482,Official Fortnite,lfg-battleroyale-pc,31,Looking for 1vs1 | EU | PM ME |
558786576742612999,Official Fortnite,lfg-battleroyale-pc,31,Looking for 1vs1 | EU | PM ME |
558786807844831233,Official Fortnite,lfg-battleroyale-pc,31,Looking for 1vs1 | EU | PM ME |
558787007183060992,Official Fortnite,lfg-battleroyale-pc,31,Looking for 1vs1 | EU | PM ME |
558787268802773002,Official Fortnite,lfg-battleroyale-pc,31,Looking for 1vs1 | EU | PM ME |
558800475655241738,Official Fortnite,lfg-battleroyale-pc,32,Looking for 1vs1 | EU | PM  ME |
558800672988856320,Official Fortnite,lfg-battleroyale-pc,32,Looking for 1vs1 | EU | PM  ME |
558801085385539604,Official Fortnite,lfg-battleroyale-pc,32,Looking for 1vs1 | EU | PM  ME |
558813495508860929,Official Fortnite,lfg-battleroyale-pc,31,Looking for 1vs1 | EU | PM ME |
