ID,Channel,Content Length,Content
558797417332604938,minecraft,2,..
558797673990324267,minecraft,69,I wanna send a picture i cant what do i need to do? to send a picture
558797701152768010,minecraft,9,My builds
558797763400433685,minecraft,3,ohh
558797800918351901,minecraft,3,ok👌
558797937883217935,builds,6,cooool
