ID,Author,Channel,Content Length,Content
558107170613362689,PokestarFan,main,2,ok
558107175046610944,PokestarFan,main,4,nice
558107176451702784,PokestarFan,main,4,also
558107185436164116,PokestarFan,main,17,i spent this time
558107210119380994,PokestarFan,main,25,getting my reader working
558107253786279966,PokestarFan,main,23,ah lol it reads my msgs
558107258681163790,PokestarFan,main,4,nice
558107603423723533,PokestarFan,coding,34,yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
558107620440014859,PokestarFan,coding,506,```
558107682335096836,PokestarFan,coding,9,also fun?
558107693747929099,PokestarFan,coding,1818,```
558107745728069632,PokestarFan,coding,22,this is someone's name
558107755052007444,PokestarFan,coding,62,`\U000e00aa\U000e00aa\U000e00aa\U000e00aa\U000e00aa\U000e00aa`
558107794889375744,PokestarFan,coding,30,so it's all emoji or something
558108013878050829,PokestarFan,ads,3,lol
558108037471141888,PokestarFan,ads,23,can i choose what anime
558108073038970913,PokestarFan,ads,49,would hate to have a face full of eromanga sensei
558108139032150027,PokestarFan,coding,5,yikes
558108145566613505,PokestarFan,coding,9,this name
558108152957108224,PokestarFan,coding,9,`{ᏝᏬᏒᏦᏕ}`
558108301510967296,PokestarFan,animal-gifs,4,wait
558108313678774272,PokestarFan,animal-gifs,17,this is much dead
558108496302702603,PokestarFan,memery,0,
558108522185883659,PokestarFan,memery,5,Yikes
558108787265896489,Eliazar,memery,0,
558108911119499275,PokestarFan,memery,3,lol
558108916878278667,PokestarFan,memery,4,nice
558108922955956255,PokestarFan,memery,4,what
558108924859908127,PokestarFan,memery,3,why
558108928081264653,PokestarFan,memery,4,also
558108940106334218,PokestarFan,memery,13,i figured out
558108954740260874,PokestarFan,memery,27,i need to sanitize newlines
558108962550054929,PokestarFan,memery,12,in the thing
558110423648305162,PokestarFan,memery,0,
558110424432902144,PokestarFan,memery,0,
558110424344690712,PokestarFan,memery,0,
558110424713789441,PokestarFan,memery,0,
558110424722178071,PokestarFan,memery,0,
558110425426821161,PokestarFan,memery,0,
558110425833799691,PokestarFan,memery,0,
558110518938959892,PokestarFan,memery,0,
558112165496881180,PokestarFan,coding,2,oh
558112172710821898,PokestarFan,coding,9,holy shoo
558112194793832448,PokestarFan,coding,35,i accidentally leaked my login info
558112217552125968,PokestarFan,coding,83,fuckkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
558112310980247552,Eliazar,coding,2,hm
558112322242084866,Eliazar,coding,1,?
558112539528003594,PokestarFan,coding,2,oh
558112553717202946,PokestarFan,coding,22,some of the error code
558112557517373440,PokestarFan,coding,5,i had
558112582410567691,PokestarFan,coding,26,tracebacked to my run code
558112598512631819,PokestarFan,coding,25,which had my email + pass
558112608469778452,PokestarFan,coding,15,so i deleted it
558112996237246466,Eliazar,coding,4,cool
558113104378986498,Eliazar,coding,43,tracebacked is not a word nor a simple typo
558113157667749901,Eliazar,coding,40,so perhaps a faux word or a complex typo
558428105497116682,PokestarFan,main,3,wow
558428118235348993,PokestarFan,main,24,my discord app bot thing
558428141123534848,PokestarFan,main,14,is a **beast**
558428153572360202,PokestarFan,main,29,more in <#551761350733594626>
558428164662099999,PokestarFan,coding,3,oml
558428183360438273,PokestarFan,coding,21,the bot code is crazy
558428229497520131,PokestarFan,coding,1690,```pythonNLdef format_msg(m):NL    id = m.idNL    server = m.server.nameNL    channel = m.channel.nameNL    author = m.author.nameNL    content = m.contentNL    content_length = len(content)NL    server_dir = "Servers\\%s" % serverNL    server_dir = server_dir.replace("/"_ "_").replace("_"_ "_").replace(":"_ "_")NL    server_all = server_dir + '\\all.csv'NL    channel_dir = server_dir + '\\%s.csv' % channelNL    author_dir = "Authors\\%s" % authorNL    author_dir = author_dir.replace("/"_ "_").replace("."_"_").replace("|"_"_")NL    author_all = author_dir + '\\all.csv'NL    author_server_dir = author_dir + '\\' + server_dirNL    author_server_all = author_server_dir + '\\all.csv'NL    author_server_channel = author_dir + '\\' + channel_dirNL    with open("all_all.csv"_ "a"_ encoding='utf-8') as a:NL        a.write(return_csv_form(id_ author_ server_ channel_ content_length_ content))NL    chmkdir(server_dir)NL    check_if_exists(server_all_ "ID_Author_Channel_Content Length_Content"_NL                    return_csv_form(id_ author_ channel_ content_length_ content))NL    check_if_exists(channel_dir_ "ID_Author_Content Length_Content"_NL                    return_csv_form(id_ author_ content_length_ content))NL    chmkdir(author_dir)NL    check_if_exists(author_all_ "ID_Server_Channel_Content Length_Content"_NL                    return_csv_form(id_ server_ channel_ content_length_ content))NL    chmkdir(author_server_dir)NL    check_if_exists(author_server_all_ "ID_Channel_Content Length_Content"_NL                    return_csv_form(id_ channel_ content_length_ content))NL    check_if_exists(author_server_channel_ "ID_Content Length_Content"_ return_csv_form(id_ content_length_ content))NL```
558428291296526336,PokestarFan,coding,12,so basically
558428305334992896,PokestarFan,coding,19,let's say my folder
558428322107883521,PokestarFan,coding,11,PokestarFan
558428330982899713,PokestarFan,coding,10,looks like
558428556632522753,PokestarFan,coding,136,```NLC:.NL|   all.csvNL|   tree.txtNL|   NL\---ServersNL    \---PeacecraftNL            all.csvNL            coding.csvNL            main.csvNL```
558429123471736834,PokestarFan,coding,24,this is the current data
558429127112261632,PokestarFan,coding,6,so far
558429154098544651,PokestarFan,coding,0,
558429171551043609,PokestarFan,coding,29,once i let it run for a while
558429193067560960,PokestarFan,coding,35,I can send a compressed zip version
558430807686119435,PokestarFan,main,45,@everyone give me discord servers to join plz
558430941672898562,Eliazar,main,3,hmm
558430976414580757,PokestarFan,main,3,lol
558431193893437460,PokestarFan,main,37,<@!358359026083430410> here is ur bot
558431199220072470,PokestarFan,main,3,bit
558431201732591627,PokestarFan,main,1,*
558431212046254082,PokestarFan,main,489,```NL[2019-03-21 19:25:11_230] {msgs.py:41} | INFO : Folder Authors\Eliazar\Servers\ createdNL[2019-03-21 19:25:11_230] {msgs.py:41} | INFO : Folder Authors\Eliazar\Servers\Peacecraft\ createdNL[2019-03-21 19:25:11_230] {msgs.py:61} | INFO : File Authors\Eliazar\Servers\Peacecraft\all.csv created with heading ID_Channel_Content Length_ContentNL[2019-03-21 19:25:11_246] {msgs.py:61} | INFO : File Authors\Eliazar\Servers\Peacecraft\main.csv created with heading ID_Content Length_ContentNL```
558431493656018956,Eliazar,main,4,swet
558431606218686465,Eliazar,other-games,0,
558431656487288832,PokestarFan,main,3,lol
558431682500362260,PokestarFan,main,25,i can send u ur data file
558431691316920330,PokestarFan,main,10,in a while
558431694231830529,PokestarFan,main,4,also
558431700359839754,PokestarFan,main,8,servers?
558431735369695252,Eliazar,main,8,thinking
558433681195270154,PokestarFan,coding,4,nice
558433710001881090,PokestarFan,coding,29,this has to be bad for my HDD
558434165364621313,Eliazar,coding,3,eek
558435829710585868,oliviayellowcat,memery,0,
558436056903450654,Eliazar,main,44,someone give me an idea of something to draw
558436315062992936,oliviayellowcat,main,28,youre already in Superheroes
558436364522225684,oliviayellowcat,main,32,and youre the mod of Bots anyway
558436404636418058,oliviayellowcat,main,42,<@!358359026083430410> draw a DC superhero
558436463499411461,Eliazar,main,7,a thing
558436479240634385,Eliazar,main,3,one
558436485842468885,Eliazar,main,8,specific
558436493828423717,Eliazar,main,5,thing
558436524665077762,Eliazar,main,25,preferably not a humanoid
558436536119721994,oliviayellowcat,main,15,draw Wally west
558436540221620224,oliviayellowcat,main,2,:(
558436548392124416,Eliazar,main,12,but it xanbe
