ID,Server,Channel,Content Length,Content
558821028894212097,Official Fortnite,clan-recruiting,952,Team Exode Is Recruiting!NLNL🎯 Requirements for Pro Team 🎯NLNLMust have OVER 700 games playedNL2 KD overallNLNorth American Region (NAW) (NAE)NL13+ ageNLMUST have a microphoneNLOPTIONAL: 1080p_ 60fps [teamtage]NLNo participation with other teams or clansNLCan speak fluent englishNLNo toxicity is permittedNLJoin if you are here to stay!NLNL🥈 Requirements for Casual Team 🥈NLNL1.25 KD overallNLNorth American Region (NAW) (NAE)NL12+ ageNLMUST have a microphone NLNo participation with other teams or clansNLCan speak fluent englishNLNo toxicity is permittedNLJoin if you are here to stay!NLNL☪ Contact Information ☪NLNL<@!183440071859372032>  | Moderator & Tryout AdministratorNL<@502289369407684632>  J. | Owner & Video ProductionNL<@202804218619363328> s L. | Owner  & Graphic DesignNL<@546820089203130369> e S. | Owner & Pro TeamNLNL♦️ Discord Conduct ♦️NLNLBe active on DiscordNLNo racism or toxicity will be permitted.NLNo self-promotionNL**Discord roles will be given out accordingly!
