ID,Channel,Content Length,Content
558783931105673226,pewdiepie-vs-tseries,47,He never referred to you  <@478791798345433088>
558784447315443743,pewdiepie-vs-tseries,60,<@478791798345433088> he never specifically referred to you_
558784643353018388,pewdiepie-vs-tseries,48,He could have been referring actual tseries fans
558784787666436116,pewdiepie-vs-tseries,7,Wowowow
558784921452412928,pewdiepie-vs-tseries,1,^
558836338514984970,subcount,10,p.subcount
558859518327390221,pewdiepie-vs-tseries,14,Better things*
558859539558957057,pewdiepie-vs-tseries,11,There we go
558859580826845186,pewdiepie-vs-tseries,7,Ez edit
559050757035261955,subcount,10,p.subcount
560628464663658520,subcount,10,p.subcount
560628741454168064,pewdiepie-vs-tseries,72,Actually_ they show content based on your location <@331011633457397770>
