ID,Author,Channel,Content Length,Content
558462508680085526,DropTheChair,general,28,<@117361819022131206> u rite
558462532059136011,weavens,general,20,now i think about it
558462533887983636,DropTheChair,general,19,love oatmeal raisin
558462538405117955,weavens,general,11,spiderverse
558462556755329034,weavens,general,16,is a combination
558462563931652126,weavens,general,9,of origin
558462574358953985,weavens,general,17,and work together
558462576468688918,DropTheChair,general,8,now that
558462584458838016,DropTheChair,general,13,i think about
558462586715111455,DropTheChair,general,2,it
558462593711210508,DropTheChair,general,11,i wish that
558462599537360896,DropTheChair,general,4,youd
558462608852779008,DropTheChair,general,11,stop typing
558462609347837982,PotassiumLover,general,66,You're safe now_ but in Spiderman 4 i will shoot you with a pistol
558462614813016104,DropTheChair,general,9,like this
558462651005534208,DropTheChair,general,12,thank you in
558462654943985667,PotassiumLover,general,34,some people like to talk like that
558462658207023104,DropTheChair,general,11,advance man
558462699839815680,DropTheChair,general,49,<@321465607453147137>_ it's fuckin' dumb_ though!
558462715857993728,DropTheChair,general,17,And hard to read!
558462717070016512,Pokécord,pokecord,0,
558462719653707793,PotassiumLover,general,97,Drop you like to speak in complete thoughts and punctuations_ maybe other people feel differently
558462750930501632,PotassiumLover,general,28,especially over social media
558462758849609798,raki,general,55,i type like that when im scared my thoughts wont go out
558462759571030067,weavens,general,13,fuck you drop
558462766747222041,raki,general,15,so i split them
558462779229732883,weavens,general,27,i just like talkin_ike this
558462779900690471,DropTheChair,general,28,I mean_ I'm legible_ though.
558462783218384908,raki,general,23,so people cna hear them
558462791611187221,weavens,general,4,drop
558462794543005716,weavens,general,4,drop
558462796971638788,weavens,general,4,drop
558462805385412611,PotassiumLover,general,16,Yeah that's fair
558462831062941696,MEE6,r-lodeddiper,0,
558462833504026624,PotassiumLover,general,40,I mean I think that there's restrictions
558462834988810260,Pokécord,pokecord,0,
558462855406419978,DropTheChair,general,87,I don't care how you type it_ as long as I can fucking read it without having a stroke.
558462875878948865,Commander Dodo,general,28,What are y’all talkin about?
558462888000487435,raki,general,8,your mom
558462896573644800,weavens,general,45,am I the most coherent and sane man you know?
558462897630740500,raki,general,7,OHHHHHH
558462899191021598,PotassiumLover,general,11,Spiderman 3
558462905616564224,DropTheChair,general,63,I write link this because I'm OCD as hell about my own actions.
558462925715537920,pinkpikmin,general,23,we are takinfg abotutne
558462948532551683,PotassiumLover,general,4,link
558462957311229953,DropTheChair,general,91,https://media.discordapp.net/attachments/477823719868203038/551468222906630145/Untitled.gif
558462959089745940,weavens,general,18,The reason i sound
558462964403929089,weavens,general,5,yknow
558462972842868746,weavens,general,12,the way i do
558462981596381196,weavens,general,8,is cause
558462993344757790,weavens,general,23,i dont think about shit
558463007739346964,weavens,general,15,before i say it
558463029193211915,weavens,general,26,cause im gangsta like that
558463045404459017,DropTheChair,general,54,Okay_ well_ you're about to catch a mute for spamming.
558463073246248970,DropTheChair,general,33,So McDon't_ with a side of fries.
558463078321094667,weavens,general,23,now that is just unfair
558463096373379094,raki,general,4,uhhh
558463117441368064,raki,general,28,this isnt really mute worthy
558463137091944479,DropTheChair,general,7,ok raki
558463144029323284,DropTheChair,general,7,i under
558463153881743370,PotassiumLover,general,81,Friendly reminder that I was boxed for two days for jokingly calling Drop a nonce
558463157027340291,DropTheChair,general,16,stand what youre
558463175453048860,DropTheChair,general,11,saying here
558463184239984640,DropTheChair,general,13,but i have to
558463196042625024,DropTheChair,general,8,disagree
558463203240181780,DropTheChair,general,7,this is
558463216238460928,DropTheChair,general,14,utter bullshit
558463230159093765,PotassiumLover,general,12,Is it though
558463256256053248,DropTheChair,general,22,I mean_ I think it is.
558463258755858443,PotassiumLover,general,12,Is it really
558463270428868618,PotassiumLover,general,2,Ok
558463286497247262,PotassiumLover,general,34,But other people think differently
558463287826841612,pinkpikmin,general,5,nonce
558463288208523275,MEE6,general,59,Oh_ cool. <@!469854429428973571>_ you just reached level 3!
558463304532623360,PotassiumLover,general,4,shut
558463374091091968,PotassiumLover,general,70,I don't think you should really mute someone over something subjective
558463396861706260,PotassiumLover,general,45,If that's how the way they talk then so be it
558463417523109907,DropTheChair,general,27,I mean_ it is spam_ though.
558463422619058216,PotassiumLover,general,36,If it's legitimate spam hey go ahead
558463441103355909,raki,general,12,its not spam
558463458773827595,PotassiumLover,general,45,Like saying drop three times in a row is spam
558463491103653899,PotassiumLover,general,60,but what you just did as an example of how some people speak
558463495281180673,DropTheChair,general,0,
558463505989369876,PotassiumLover,general,35,I still don't think that's spam lol
558463508375666708,DropTheChair,general,17,this bit was spam
558463527094976523,PotassiumLover,general,14,Not really lol
558463563220516905,Glitzerate,general,23,Not really_ but kinda 😕
558463565829505024,weavens,general,6,i mean
558463584011812875,weavens,general,32,if its really that big of a deal
558463589015617536,DropTheChair,general,92,Maybe the other shit wasn't_ but that specifically was seven messages in less than a minute.
558463594443046913,weavens,general,11,i'll change
558463673367134210,pinkpikmin,general,0,
558463711421923328,weavens,general,51,but dont expect me to type as fast as i normally do
558463777943715851,WalterClements3232,general,16,i type shit slow
558463785053061120,DropTheChair,general,28,I mean_ do whatcha gotta do.
558463822210531350,PotassiumLover,general,7,ok fine
558463843353755649,weavens,general,58,im a minecraft world generating while you're a premade map
558463849796468737,weavens,general,12,face it drop
558463861527674890,PotassiumLover,general,46,7 uninterrupted messages in less than a minute
558463897271664640,PotassiumLover,general,11,that's spam
558463921720262685,PotassiumLover,general,33,i still think there's a fine line
558463933686480900,raki,general,1,^
558464152494931969,WalterClements3232,general,53,i once tried reading a bible verse and got a headache
558464168483880970,PotassiumLover,general,5,Yikes
558464173810384908,raki,general,27,oh god drop is still typing
558464175433580570,WalterClements3232,general,30,that shits a different languae
558464182673211412,DropTheChair,general,293,I mean_ TBH_ this isn't a huge issue_ I just would really rather not have to scroll back up to read messages that other people sent me_ because <@!195703008410075136> had a reaction to it that caused him to spout seven lines of response... that amounted to "oh wow thats actually really funny"
558464237177929728,PotassiumLover,general,22,Well that's subjective
558464249848922122,PotassiumLover,general,3,lol
558464265267183623,pinkpikmin,general,0,
558464291527720971,PotassiumLover,general,2,ok
558464296103968816,Glitzerate,general,27,<@469854429428973571> yikes
558464296737308702,PotassiumLover,general,3,why
558464300885213215,DropTheChair,general,13,what the fuck
558464315611414548,raki,general,22,what the shit was that
558464329368731649,PotassiumLover,general,7,my baby
558464346355925003,Glitzerate,general,5,vro..
558464350357028864,w334,general,26,I think that was many apes
558464393764012032,weavens,music,8,its just
558464393990373376,WalterClements3232,general,18,what even was that
558464406401449984,weavens,music,17,bleeps and bloops
558464412558819341,weavens,music,8,fuck you
558464414714691604,WalterClements3232,general,20,was that even a face
558464415637176370,Glitzerate,general,11,mutant ape?
558464454916964352,raki,general,26,still better than soup pic
558464472033918978,weavens,general,30,drop what's bothering you more
558464481508982805,WalterClements3232,general,44,i think i saw what was supposed to be a face
558464481756184601,raki,general,18,but that was awful
558464512718667777,weavens,general,37,the fact that i take up so much space
558464538358448178,Glitzerate,general,21,worse then soup pic 😬
558464542460346398,raki,general,12,eh_ probably
558464551876558878,PotassiumLover,general,54,I actually think a lot of people type the way Kim does
558464554330488846,weavens,general,56,or the fact that all my thoughts come out as gutter soup
558464577319469076,PotassiumLover,general,37,maybe not as extreme but to an extent
558464611213377546,raki,general,33,<@!349980985070321664> no its not
558464615365738496,DropTheChair,general,34,I'll take **BOTH** for $200_ Alex.
558464655899754496,WalterClements3232,general,0,
558464670789271552,raki,music,10,no its not
558464687629402113,w334,general,6,BANNED
558464708697653278,w334,general,6,oh nvm
558464730730201110,w334,general,13,It’s censored
558464779795169290,weavens,general,18,it's just lasaugna
558464782274134026,pinkpikmin,general,11,whats in it
558464791375773707,weavens,general,22,i dont see the problem
558464871843495938,Glitzerate,general,10,its soup..
558464906291183620,weavens,general,2,oh
558464918274179074,weavens,general,18,is it gutter soup?
558464942559330304,raki,general,39,even in censored form it makes me vomit
558464943750512652,Pokécord,pokecord,0,
558464945600069652,raki,general,3,jfc
558464984095522817,pinkpikmin,general,20,What is in the soup?
558464996825235459,pinkpikmin,general,12,that is bad?
558464997022367776,weavens,general,5,basil
558465002860969994,weavens,general,6,cheese
558465012272988170,weavens,general,17,and tomato sauche
558465026927624222,DropTheChair,general,39,<@!492213435212365825> Rule #9_ my guy.
558465035551113248,pinkpikmin,general,3,???
558465038718074899,weavens,general,25,ah fuck im doing it again
558465056770097152,WalterClements3232,general,16,its censored tho
558465077792079876,pinkpikmin,general,18,i don’t understand
558465097648046091,WalterClements3232,general,39,it was like saying vo-e back in the day
558465126873825290,Commander Dodo,general,46,<@!492213435212365825> sorry Walter_ new rules
558465171975307279,w334,music,4,Bruh
558465175531814922,weavens,general,20,Walter isnt real mod
558465176731648003,Pokécord,pokecord,0,
558465211036860416,w334,music,25,You listen to death grips
558465219911876609,Commander Dodo,general,18,Time to box Walter
558465243496448000,pinkpikmin,general,17,we cant say vore?
558465276585443328,Commander Dodo,general,11,You can now
558465312706527242,Commander Dodo,general,34,It used to be that vore was banned
558465351508033547,weavens,general,26,because vore is disgusting
558465400057102366,Glitzerate,general,5,vro..
558465440637124632,Glitzerate,general,24,<@!492213435212365825> 😬
558465442742796299,Chris1445,general,5,vor..
558465444520919053,Pokécord,pokecord,0,
558465468759932929,pinkpikmin,general,4,Thor
558465529828868106,DropTheChair,suggestions,91,@here_ the server has been unnaturally content recently. Anything we could be doing better?
558465534799249409,Pokécord,pokecord,0,
558465554625593369,weavens,general,30,Isn't Thor 3_ like_ super gay?
558465584635969575,DropTheChair,suggestions,45,make a ping joke and i will actually mute you
558465584757473283,w334,suggestions,4,Uhhh
558465587018334215,Commander Dodo,suggestions,8,Ping bad
558465592152293376,weavens,suggestions,10,suggestion
558465607016775694,weavens,suggestions,15,rename to corny
558465610778935298,Commander Dodo,suggestions,7,Oh shit
558465629204643841,DropTheChair,suggestions,4,DODO
558465636322377738,DropTheChair,suggestions,6,REALLY
558465645516423178,Puffle,suggestions,16,This Is Passes 2
558465654244638750,Commander Dodo,suggestions,18,That was a mistake
558465654269673483,w334,suggestions,34,<@!324240386606497794> Ping bad😡😡😡
558465689879445551,Commander Dodo,suggestions,32,You sent that as I sent ping bad
558465703209074708,raki,suggestions,69,legitimate suggestion: please do not ping everyone when chat is dying
558465704064450581,pinkpikmin,general,0,
558465737245851707,DropTheChair,suggestions,7,but why
558465750223028224,DropTheChair,suggestions,21,why would you do that
558465769587998731,pinkpikmin,general,28,anyway how are you all today
558465795609460800,weavens,suggestions,47,legitimate suggestion: We have too many m o d s
558465808435511306,raki,general,4,bruh
558465814269919232,Puffle,suggestions,62,Additon to suggestion: ping random new kids when chat is dying
558465822247485480,raki,general,22,thor 3 is the best one
558465866757439508,weavens,general,27,I don't mean gay as in bad.
558465877989654549,DropTheChair,suggestions,40,<@!195703008410075136>_ that's not true.
558465878610673664,raki,suggestions,26,<@!195703008410075136> nah
558465886965465099,WalterClements3232,suggestions,24,eliminate every no rolle
558465890341879839,Commander Dodo,suggestions,55,It was supposed to be a le epic fortnite funny moment 😦
558465897673785346,raki,suggestions,23,we used to have like 10
558465922872901642,WalterClements3232,suggestions,30,like actually kill all of them
558465933153140747,weavens,general,31,I mean gay as in boy likes boy.
558465964375539776,DropTheChair,suggestions,10,with guns?
558465964631654400,WalterClements3232,suggestions,19,except for new ones
558465994402562062,Commander Dodo,suggestions,43,Make gamer cat and gamer dog server mascots
558466007363223572,Puffle,suggestions,45,When are we doing the official Rodrick Rules?
558466012664823811,weavens,suggestions,36,we don't actually have too many mods
558466013814063117,Pokécord,pokecord,0,
558466026547838986,WalterClements3232,suggestions,17,do a manual prune
558466028816957440,weavens,suggestions,16,but i do suggest
558466043069333504,DropTheChair,suggestions,29,<@!205120509812277249>_ soon?
558466046122786816,weavens,suggestions,18,we rename to corny
558466050459435009,weavens,suggestions,8,for real
558466060076974080,DropTheChair,suggestions,16,I'll ask Damien.
558466077827399690,weavens,suggestions,23,i despise this new name
558466091060559872,weavens,suggestions,18,it's just so wierd
558466107506294785,weavens,suggestions,6,weird*
558466152397799424,Puffle,suggestions,43,Aww shit what if we made our own like movie
558466152746057758,DropTheChair,suggestions,20,Hey_ we voted on it.
558466175181389825,Puffle,suggestions,23,We could call it an LLM
558466175676448778,WalterClements3232,suggestions,37,the name suggests drop is a wimpy kid
558466202175930369,pinkpikmin,general,0,
558466207741640715,Glitzerate,suggestions,47,Vro you're gonna be the next 2/10/19 everytwo 😕
558466215635451927,Commander Dodo,suggestions,26,<@!205120509812277249> how
558466221088047104,Puffle,suggestions,16,Looks Like Movie
558466223571075082,DropTheChair,suggestions,41,we are all wimpy kids on this blessed day
558466287689400321,Puffle,suggestions,62,<@!320039437801226260> The same way we make LLBs; shitty edits
558466320627138560,raki,suggestions,17,please not cornys
558466325995978752,Commander Dodo,suggestions,26,That’s not how movies work
558466334980046848,weavens,suggestions,49,<@!220157259781636097> change your pfp from holly
558466342177472525,weavens,suggestions,9,it creepy
558466347718410250,Puffle,suggestions,8,Watch me
558466356224458763,DropTheChair,suggestions,3,No.
558466357633613825,Pokécord,pokecord,0,
558466362138427402,Glitzerate,suggestions,25,no <@!195703008410075136>
558466373223841806,weavens,suggestions,25,and cosgrove has big tits
558466392534286338,DropTheChair,suggestions,13,what the fuck
558466395206189066,Glitzerate,suggestions,12,kinda creepy
558466409668280322,weavens,suggestions,7,oh fuck
558466420569276416,weavens,suggestions,15,is she underage
558466420640448522,DropTheChair,suggestions,0,
558466427926085632,weavens,suggestions,4,shit
558466436750639114,WalterClements3232,suggestions,62,the message it gives you when yu prune is "not seen in - days"
558466438202130434,Pokécord,pokecord,0,
558466471995637770,weavens,suggestions,6,I mean
558466474734256128,WalterClements3232,suggestions,30,that means not online in 1 day
558466475581636628,weavens,suggestions,4,uhhh
558466488302960644,WalterClements3232,suggestions,13,with no roles
558466491599683594,weavens,suggestions,30,she's not part of the gun gang
558466494435164180,Glitzerate,suggestions,27,<a:what:504633866334765057>
558466495252791314,Puffle,suggestions,64,<@!220157259781636097> hold up send PFP I'll make it even better
558466499069739018,Commander Dodo,suggestions,11,Bruh moment
558466532460462118,WalterClements3232,suggestions,44,not people who havent sent messages in 1 day
558466548063272970,Glitzerate,suggestions,18,add a gun to holly
558466572184846338,DropTheChair,suggestions,0,
558466583459266570,raki,suggestions,44,Miranda Cosgrove made me wish I wis Lil Pump
558466631446167553,WalterClements3232,suggestions,4,what
558466638001733632,raki,suggestions,26,because shes kinda hot ngl
558466647040589828,WalterClements3232,suggestions,7,oh yeah
558466647774461985,Commander Dodo,suggestions,8,Ok incel
558466648714248193,PotassiumLover,suggestions,251,"too many mods" how about you try being an admin and come across tons of weird shit that gets uploaded during hours in which most mods aren't online lmao. that's the purpose of certain mods_ it's because they're awake and active during those odd hours
558466714485129218,Commander Dodo,suggestions,13,Lol feet pics
558466777668124674,PotassiumLover,suggestions,32,anyways yeah I have a suggestion
558466788476846091,WalterClements3232,suggestions,24,im awake 4-6 am_ 7-11 am
558466804700413984,DropTheChair,suggestions,0,
558466826351280130,DropTheChair,suggestions,8,archived
558466830491189258,weavens,suggestions,14,leave me alone
558466831967322153,Pokécord,pokecord,0,
558466864100147223,weavens,suggestions,40,I cant believe my first pin goes to this
558466884538990594,raki,suggestions,28,I mean_ I dont disagree Kim2
558466897759174656,Commander Dodo,suggestions,3,Lol
558466899130843155,Pokécord,pokecord,0,
558466943271698452,weavens,suggestions,24,Does anybody have my pfp
558466954877468672,Puffle,suggestions,22,<@!220157259781636097>
558466956479430656,weavens,suggestions,14,i cant find it
558466964255801344,DropTheChair,suggestions,59,i mean i agree but im not just gonna fuckin say it out loud
558466967011459073,Glitzerate,suggestions,80,yeah i complained about too many mods before but i realized how that's important
558467000737857552,weavens,suggestions,10,my old one
558467006802821130,weavens,suggestions,12,with the gun
558467015942078474,weavens,suggestions,3,man
558467029154136064,weavens,suggestions,15,i lost the file
558467030379134978,Pokécord,pokecord,0,
558467053875494951,WalterClements3232,suggestions,31,what was the name of the person
558467070539464719,raki,suggestions,8,your mom
558467101375856640,WalterClements3232,suggestions,12,not cool vro
558467218061393953,WalterClements3232,suggestions,22,so like i said earlier
558467229574758420,Commander Dodo,suggestions,67,Raki could never bang anyone’s mom cause he is too much of an incel
558467246930919445,WalterClements3232,suggestions,21,when you prune people
558467259853570069,DropTheChair,suggestions,33,<@321465607453147137> suggestion?
558467261636018188,raki,suggestions,46,<@!220157259781636097> change your pfp to this
558467265318879233,WalterClements3232,suggestions,16,the message says
558467292946759684,DropTheChair,suggestions,25,<@117361819022131206> nah
558467299624091658,WalterClements3232,suggestions,20,"not seen in - days"
558467348416167949,raki,suggestions,53,but it has the best ship_ lil pump x miranda cosgrove
558467365109760021,WalterClements3232,suggestions,43,it means it as in not seen online in - days
558467368204894209,PotassiumLover,suggestions,96,Restrict pictures in general to relevant topics otherwise we just get random shit here and there
558467427827187733,WalterClements3232,suggestions,39,not as in hasnt sent messages in - days
558467429437538308,PotassiumLover,suggestions,50,that's why <#477825385325920276> exists doesn't it
558467432709095435,Puffle,suggestions,24,The best ship is Gregley
558467510371090444,DropTheChair,suggestions,52,i mean i personally hate servers that do that though
558467543329931274,PotassiumLover,suggestions,6,I mean
558467556827070483,DropTheChair,suggestions,44,also you cant do it until youre like level 5
558467587382575106,DropTheChair,suggestions,26,plus pictures start convos
558467592965324821,raki,suggestions,38,<@!220157259781636097> its level 3 now
558467594668081182,PotassiumLover,suggestions,44,I don't want to see apes pop up on my screen
558467597037862923,raki,suggestions,8,remember
558467613013835781,WalterClements3232,suggestions,22,let us meme in general
558467651928850432,Puffle,suggestions,38,What the fuck do you have against apes
558467696258449429,PotassiumLover,suggestions,33,Were you here like 10 minutes ago
558467701308260364,PotassiumLover,suggestions,11,if not shut
558467704227627028,raki,suggestions,85,I say when chat is dead its okay_ but take that shit somewhere else during peak times
558467786091921418,DropTheChair,suggestions,96,i love that we have so few issues now weve had complaints of too many mods and images in general
558467806987943946,DropTheChair,suggestions,20,i must be doin great
558467841238499349,WalterClements3232,suggestions,4,haha
558467848243249153,raki,suggestions,27,ITS THE PAX ROMANA EVERYONE
558467858083086346,Puffle,suggestions,89,Mumkey Jones is an ape and all that happens to him is violent oppression from Jeff Kinney
558467898021117982,weavens,suggestions,48,<@!220157259781636097> let me talk autistic like
558467931403583488,DropTheChair,suggestions,11,noooooooooo
558467954635833345,WalterClements3232,suggestions,26,let people NLtalk likeNLthis
558467955612975109,Pokécord,pokecord,0,
558467966233083906,PotassiumLover,suggestions,19,All I'm saying drop
558467966832869376,MEE6,suggestions,60,Oh_ cool. <@!321465607453147137>_ you just reached level 18!
558467987741474827,raki,suggestions,74,im fine with the message splitting_ just not like 7 messages uninterrupted
558468013406552064,PotassiumLover,suggestions,75,I don't want to see apes in the middle of a serious conversation in general
558468050798641159,Puffle,suggestions,21,I disagree personally
558468050651709441,DropTheChair,suggestions,26,well those guys get warned
558468063985664001,DropTheChair,suggestions,20,ping a mod next time
558468088614354956,PotassiumLover,suggestions,14,You were there
558468094935433238,PotassiumLover,suggestions,4,like
558468099095920660,Puffle,suggestions,37,I love Ape Escape for the Playstation
558468100446748683,Pokécord,pokecord,0,
558468101298061326,PotassiumLover,suggestions,14,10 minutes ago
558468123448311828,DropTheChair,suggestions,25,and he deleted it himself
558468135922171935,PotassiumLover,suggestions,2,Oh
558468149687877638,WalterClements3232,suggestions,0,
558468149582888960,Commander Dodo,suggestions,0,
558468157044424715,Commander Dodo,suggestions,9,Gamer cat
558468157128441868,DropTheChair,suggestions,17,next time ping us
558468160794394644,PotassiumLover,suggestions,46,I thought that was you or raki that deleted it
558468174547386369,WalterClements3232,suggestions,0,
558468209582276608,PotassiumLover,suggestions,23,Sorry for assuming lmao
558468224652673048,weavens,suggestions,13,allow n wornd
558468236107055107,PotassiumLover,suggestions,2,no
558468239882059820,Commander Dodo,general,9,Gamer cat
558468240200826894,raki,suggestions,2,no
558468246920232970,Puffle,suggestions,28,WHO THE FUCK DELETED THE APE
558468282240204803,weavens,general,4,damn
558468283372929035,Pokécord,pokecord,0,
558468308366655488,DropTheChair,suggestions,0,
558468316717645825,raki,suggestions,53,just putting potassiumlovers suggestion into practice
558468317010984970,weavens,general,26,her neck unnautrally large
558468394492493825,Puffle,general,0,
558468396363153418,PotassiumLover,suggestions,24,I see no problem with it
558468398535802883,weavens,music,9,not often
558468414533009469,MEE6,r-lodeddiper,0,
558468434430525460,weavens,music,13,and when i do
558468440080515122,weavens,music,11,its usually
558468444341665792,weavens,music,6,voices
558468452218699788,weavens,music,3,not
558468460011847690,weavens,music,7,Oh yeah
558468468844789761,weavens,music,25,*jrshiruhiruihgeriheirhg*
558468474549043211,weavens,music,14,eofoekofekoefk
558468498213437440,Puffle,suggestions,37,Suggestion: delete all non-ape images
558468528290791424,PotassiumLover,suggestions,96,<@!220157259781636097> I mean yeah ever since rejoining I enjoy the server much more than before
558468567423516672,raki,suggestions,64,<@!205120509812277249> that will be rule 10_ thank you very much
558468578333163551,Puffle,suggestions,22,Discord of a Wimpy Ape
558468578568044554,PotassiumLover,suggestions,46,Super glad you guys finally put a music bot in
558468716107661332,raki,suggestions,119,<@!220157259781636097> also when im trying to listen to music in the music channel please do not drag me into normal vc
558468748726763521,raki,suggestions,36,i wanted to listen to music in peace
558468758255960076,DropTheChair,suggestions,19,bubby it was a joke
558468785154162690,DropTheChair,suggestions,16,dont be a ploopy
558468789793193985,raki,suggestions,12,meh whatever
558468798701895710,Puffle,suggestions,26,Listen up you spooky stork
558468829584556048,raki,suggestions,34,stfu raspberry plastic tickle bear
558468882457952266,Puffle,suggestions,85,If you wanna listen to music why the fuck do you even need to use a Discord vc for it
558468901663670292,raki,suggestions,13,theres no ads
558468915831898132,Puffle,suggestions,1,B
558468923712864277,Puffle,suggestions,5,Buddy
558468939081056256,Puffle,suggestions,16,Just get adblock
558468946634866688,raki,suggestions,2,no
558468959406653450,WalterClements3232,suggestions,4,bruh
558468982949019650,Sgt Nate V,workshop,50,there wasn't a blank page in the source stuff IIRC
558468987453833246,raki,suggestions,56,i wanna support my favorite artists and content creators
558468993099366402,WalterClements3232,suggestions,20,i get ads like a MAN
558469012481245193,Sgt Nate V,workshop,33,at least not a direct link to one
558469034748936223,weavens,general,71,What is it with you and those convoluted apes_ <@!205120509812277249> ?
558469059239346176,Puffle,suggestions,82,Bitch how tf you supporting your favourite artists and creators with a Discord bot
558469095826128907,AZJ,general,63,https://hatonaflowerstudios.itch.io/dreams-of-fear-demo-version
558469150754996244,raki,suggestions,21,i watch through rythm
558469170367430676,raki,suggestions,33,rythm watches through youtube red
558469201296228363,raki,suggestions,34,youtube red gives money to youtube
558469206681714689,Pokécord,pokecord,0,
558469216446054411,weavens,suggestions,102,I usually just illegally download shit and then upload it onto my mp3 player from the Prehistoric Era.
558469236788297729,raki,suggestions,54,youtube gives money to my artists and content creators
558469279402426368,Commander Dodo,general,27,Imma update the archive now
558469281558560778,raki,suggestions,59,i just spotify everything_ i only download as a last resort
558469282904801282,Pokécord,pokecord,0,
558469297677008896,Puffle,suggestions,47,Okay that doesn't sound factual at all actually
558469339561590794,Puffle,suggestions,73,When the fuck has Youtube ever given shit to artists and content creators
558469341478125568,DropTheChair,general,1,👍
558469371689959425,raki,suggestions,4,fuck
558469380195876910,raki,suggestions,16,you got me there
558469380850319400,DropTheChair,general,58,<@212957884424650753> dont advertise your shitty game here
558469382569721888,damien,suggestions,35,rhythm watches through youtube red?
558469385132572682,weavens,suggestions,5,bro..
558469415725957121,Chris1445,spam,5,.dork
558469423493677067,raki,suggestions,21,i mean_ theres no ads
558469455135375362,raki,suggestions,37,and it gets its music through youtube
558469510940852224,weavens,suggestions,106,Adpocalypse doesn't mean that Youtubers aren't getting money. It just means that they're getting way less.
558469517995540510,PotassiumLover,general,70,the rare occurrence in which drop doesn't fully use proper punctuation
558469548697714691,Puffle,general,38,Can I advertise *my* shitty game here?
558469596810706974,NotSoBot,spam,0,
558469597062234113,PotassiumLover,general,4,Wait
558469606377914399,PotassiumLover,general,16,Genuine question
558469634563637263,DropTheChair,general,86,<@321465607453147137>_ I usually do it for memes or when I'm fucking done with people.
558469662182998057,PotassiumLover,general,11,Makes sense
558469745234411532,Puffle,general,33,Wait what if it's a DOAWK fangame
558469752503402501,PotassiumLover,general,78,but when you want people to take you seriously you just use proper punctuation
558469773793558558,PotassiumLover,general,27,+ the fact of the OCD stuff
558469803656871946,PotassiumLover,general,24,Ok wait genuine question
558469808807739404,Puffle,general,44,What if I make Wimpy Racers into a real game
558469957252546565,weavens,general,107,You should probably still DM it to a mod or something before you post it in general_ <@!205120509812277249>
558469977204719647,PotassiumLover,general,199,When lgbtq people put stuff like "they/them" are they assuming people are stupid? Like why do you need to specify both they AND them? Why not just use they? Do you think we don't know how words work?
558470034230345738,PotassiumLover,general,17,Genuinely curious
558470068799799316,PotassiumLover,general,48,I'm not going to call you a she but then say him
558470070272000049,Pokécord,pokecord,0,
558470084704731138,Puffle,general,44,What if they prefer "they/him" or "they/her"
558470095429697568,raki,general,34,why would i know_ im a hetero male
558470160415981569,WalterClements3232,general,39,why would i know_ im also a hetero male
558470206922555423,PotassiumLover,general,18,I don't understand
558470224693952513,damien,general,33,adding both pronouns adds context
558470239843778572,Puffle,general,80,Aww shit I'm trans and gay that makes me more qualified than the entire mod team
558470248299233294,weavens,general,126,Bruh. Why is that such a big deal <@321465607453147137>? I doubt that they're trying to offend your intelligence or something.
558470277831327754,PotassiumLover,general,8,It's not
558470287663038474,PotassiumLover,general,18,I asked a question
558470324430176278,PotassiumLover,general,52,like i was genuinely curious as to why people did it
558470403937402891,Puffle,general,48,Wait wait hold up ya'll mind if I ape real quick
558470414116978699,PotassiumLover,general,20,wait context to what
558470454503800833,Chris1445,spam,6,.trump
558470466076016660,damien,general,125,like putting "he/him" is a clear signifier that those are someones pronouns_ "he" on its own might not get the message across
558470466830860299,NotSoBot,spam,0,
558470512003776523,damien,general,44,like imagine if my dn was just "damien (he)"
558470556647686146,PotassiumLover,general,5,Ohhhh
558470567867580417,PotassiumLover,general,20,See that makes sense
558470568106786816,damien,general,47,like_ am i memeing_ or are those my pronouns? 🤔
558470591179522048,mightygi11,spam,32,fuck that I'm voting for hillary
558470601828991016,damien,general,51,but when you put both its like clear what they mean
558470621848141855,raki,general,26,i mean your name is damien
558470627967893519,PotassiumLover,general,92,damien i've never talked to you nor do i have any idea who tf you are but I like you already
558470660633002014,damien,general,9,thank you
558470667729764363,raki,general,21,so i assume your a he
558470680035721216,damien,general,16,i like your icon
558470691545022467,PotassiumLover,general,9,thank you
558470699174330379,Puffle,general,56,Aww shit what if Micheal Jackson's pronouns were "he/he"
558470706422087681,PotassiumLover,general,38,raki and damien are the only good mods
558470706480807937,raki,general,16,thank you damien
558470724503863316,PotassiumLover,general,24,everyone else is big gay
558470727519698962,damien,general,32,i was just using an example rali
558470735149006858,damien,general,5,*raki
558470782402166794,damien,general,80,some people have more androgynous names like theres guys named kelly and stuff 🤔
558470806230007809,PotassiumLover,general,44,no wombat is cool too cause he's playing tf2
558470825464823828,WalterClements3232,general,67,okay guys lets stop being so serious on this and go pray to oatmeal
558470847611011073,PotassiumLover,general,2,no
558470878472699934,pinkpikmin,general,0,
558470882440380426,damien,general,23,at least chats not dead
558470901486714890,raki,general,2,no
558470954318299138,Puffle,general,166,I added the pronouns to my nickname when I started using VC because I had previously avoided it simply because I didn't wanna be called the wrong pronouns bc my voice
558470995447644190,weavens,general,61,The oatmeal meme is something that just makes me kind of mad.
558471023104622622,PotassiumLover,general,11,1 2 oatmeal
558471024585211905,Pokécord,pokecord,0,
558471033955418112,PotassiumLover,general,19,kirby is a pink guy
558471088846274561,damien,general,23,misleading voice gang 🤝
558471122329272320,raki,general,4,guys
