ID,Author,Content Length,Content
558451339026235403,weavens,26,monstercat isnt real music
558461161348136980,raki,4,shut
558464393764012032,weavens,8,its just
558464406401449984,weavens,17,bleeps and bloops
558464412558819341,weavens,8,fuck you
558464670789271552,raki,10,no its not
558465171975307279,w334,4,Bruh
558465211036860416,w334,25,You listen to death grips
558468398535802883,weavens,9,not often
558468434430525460,weavens,13,and when i do
558468440080515122,weavens,11,its usually
558468444341665792,weavens,6,voices
558468452218699788,weavens,3,not
558468460011847690,weavens,7,Oh yeah
558468468844789761,weavens,25,*jrshiruhiruihgeriheirhg*
558468474549043211,weavens,14,eofoekofekoefk
558853100639748097,LethalTootsiePop,5,!rank
558853102157955102,MEE6,0,
558853763540975637,>~{ᏩᎡᎪNᎠ}~<,5,!rank
558853764434362371,MEE6,0,
558853791475171338,>~{ᏩᎡᎪNᎠ}~<,17,I’m getting close
558855957120286721,raki,5,!rank
558855958546219076,MEE6,0,
