ID,Content Length,Content
558434482764382208,45,some people like being called trap some dont.
558434527370805264,53,dont just say it to anyone without them saying its ok
558434629346918400,26,i know jesus fuck callDOWN
558434665598287873,49,i meant SOME people dont. I wasnt talking about u
558434725476171808,14,god jesus damn
558436402875072524,48,my pp so big all the girls flock towards me B)))
558436511599558677,25,spare some coochie ma'dam
558436523595268098,18,thats the joke yes
558436636522840064,22,spare some co o och ie
558436758274965511,19,my name is epic now
558436817259593733,7,JOJO???
558437032981168131,13,end se wurldo
558437043026264074,2,ze
558437074840322049,13,BITE ZE DUSTO
558437168704389120,11,ORA ORA ORA
558437178267402259,10,ok im done
558437309758963715,0,
558437431985176577,11,bob is best
558437506362900491,4,nope
558437779210502179,12,its skeletor
558437894017122341,38,i like skeletons ***skeletal rattle***
558438078532812801,4,same
558438230601498647,56,alright im off to school for real name. see ya GAMERS B)
558831076861018133,60,this goddamn server keeps breaking my pphone what the fuckk_
558831127247454251,65,i open discord on my pphone and if this server is open it freezes
558831134092427267,11,and crashes
