ID,Author,Content Length,Content
558445440652017698,xoxo,119,<@291898966662971392> I'm looking for that person as well. This is why they never should have gotten rid of the DISQUS.
558446051858841623,xoxo,40,As for the manga_ Ray is about to shine.
558446250349821955,xoxo,103,If you can't see the current parallels in place_ then you've clearly haven't been paying any attention.
558447473635360778,Anthony,56,Wouldn't have changed considering everything is gone lol
558448182648897538,xoxo,54,<@!147091877445894144> It was you. I'm just being coy.
558448442154680329,Anthony,26,I never mentioned chapters
558448445250076673,Anthony,9,¯\_(ツ)_/¯
558448456121843712,Anthony,16,Cuz idk chapters
558448514078605338,Anthony,35,I'm talking about Disqus being gone
558448999430881282,xoxo,37,That's exactly what I'm referring to.
558449116942696458,xoxo,27,It was one of the Senpai's.
558464033318240296,Benski,25,epiisode was craaaazzyyyy
558758050396241920,Hylian O's,3,no.
558758063046393856,Hylian O's,9,he is god
558758394333495296,Hylian O's,28,this is the face of our lord
558766336181010441,Waleado San,6,かわいい❤️
558777679311273986,Munch,18,You mean like this
558777683790790657,Munch,0,
558784720301719562,Star From Below,5,phil?
558784732272394241,Star From Below,10,that devil
558791351685218304,xoxo,12,Devil-spawn.
558810191945138187,Munch,42,Changed his number_ looks kinda meh though
558818092809977868,ANIME,23,phill will become a mom
558839918730805289,Keita,11,phil is god
559008460146999298,Star From Below,21,Wdym Emma is smart af
559052488515518474,Munch,10,!remaining
559052489450717195,Uploady,45,This channel has 3 hours left until deletion.
559089055904694283,nord,67,She's so smart nobody an understand her and she comes off as stupid
