ID,Server,Channel,Content Length,Content
559078884314710017,Official Fortnite,lfg-battleroyale-pc,682,Looking for: Perm Squad Mates :fnwoa: NLNL● ein wenig Reife ;)NL● Noch wirklichen Spaß am Game haben NL● Maus und Tastatur (PC) NL● Guten HumorNL● oft OnlineNL● und auch ein wenig Skill_ du musst kein Pro sein - wie gesagt wir suchen eher Leute die Spaß am Game haben 😄 NLNL● Zu meinem Mate und Mir:NL● 15 und 14 Jahre NL● Ehrenmänner xDNL● Above Average NL● Maus und Tastatur (PC)NLNLWas wir machen wollen?NL● Von Zeit zu Zeit just for Fun FFAs und 1v1s (immerhin kann sich ja jeder noch verbessern)NL● SquadrundenNL● Duo Killduelle ;)NL● Squad Killduelle :DNL● und noch weiteres 😃NLNLAufgrund von fairer Geschlechts Aufteilung und weil wir nicht feministisch sind_ werden weibliche Individuen bevorzugt
