ID,Server,Channel,Content Length,Content
558427433015967754,r/teenagers,debates,3,gun
558428345424150531,r/teenagers,debates,47,how does a symbol become associated with others
558428438600351774,r/teenagers,debates,49,if i say the cross is racist does it become a one
