ID,Author,Content Length,Content
558439290980401156,DaShielDHero,0,
558439307560353803,DaShielDHero,19,Here's a great meme
558440812107661327,tommu,52,so android is meme too <:POGGERS:442121732925554688>
558441123039805480,S'pugn,28,> using a funky looking font
558441136910499841,S'pugn,25,<:LUL:250227324556017665>
558447436511838238,DaShielDHero,54,<@182259866201620482> hey rosemary font isn't that bad
558447477171421196,DaShielDHero,33,<:argotoostur:421539884503924737>
558447570519588864,DaShielDHero,72,Looks more shit on 1080p then 1440p tho ofc <:HAhaha:421540227031629825>
558470782590910485,Default,67,Yeetus gimme a esilica rerolll <:FeelsPeppedMan:315823891165741058>
558819716165140501,netflix'n'chili,28,i dont like asuna either grr
558832276457390081,DaShielDHero,3,grr
558836748940214294,Lanki,35,<:GWmiyanoCheer:398866950371147776>
558837935592439820,iShootdown™,31,Then what’s so good about Asuna
558838002210832385,iShootdown™,58,If you compare SAO to say _any other good anime out there_
558838177566294036,iShootdown™,93,In the _forced plot_ romance in SAO that even the writer admitted he made up while writing it
558868743305035794,gohst02468,2,XD
