ID,Content Length,Content
558770312162836481,15,"koela" !! uwuw
558770321520459776,7,move me
558770328554176513,5,adrin
559070932208189460,7,y a l l
559070956430032907,15,i hate children
559070980622909450,15,im so exhausted
559071120209477654,28,im not bad witg kids im just
559071241999220736,76,ive been playing four square with elementary- middle schoolers for *3 hours*
560962898642337815,27,hi im alaive nice to meet u
560962916833296385,5,alive
560962948940431384,5,n o u
560963033476759562,14,how is ur days
560963052896518145,12,hi gabriella
560963072655884289,11,no spam grr
560963132617392148,3,yes
560963145288384523,7,spam no
560963150149582898,4,grer
560963206244466688,28,ahhhHhahah spam=dellas tears
560963276976947210,48,that ahaha was suposed to be a screm not a laugh
560963302981894180,42,hi pink bb <:PepeHeart:514640977793646594>
560964462274674718,13,stop spam!!!!
560964477705650186,4,grrr
560964573386244108,16,hi lonely im dad
560964620018515998,6,i cant
560964648871002114,20,im at wallyworld 😎😎😎
560964665946144772,12,getting grub
560981750080208899,31,<@!325122999789551616> howdy B)
560981778601345025,12,wherest thou
560981817012912181,4,ARES
560981819810643973,2,hi
560981889805058069,8,how is u
560982033589993474,7,awe why
560982054599262209,22,and thats cute private
560982113248083971,4,sade
560982138065780773,15,where do u work
560982195372818442,7,oh dang
560982207968313378,12,that is work
560983861513682944,9,sorrry:((
560983878139904002,19,i was multi tasking
560983894405414923,37,hi bb <333 <:kana:553637816136105985>
560983994506936330,28,isanybody ina callimboredred
560984069291376650,37,thats okie <:kana:553637816136105985>
560984103474692097,28,oh um i ddi a good/bad thing
560984144004513812,13,move me hodie
560984230474022922,3,yes
560984316180561931,5,yeahh
560984369217667112,23,i was like so depressed
560984433037934595,35,all my friends are mad at me abt it
560984438800908318,4,yeah
560984575208325130,85,theyre like 'heS nOt woRh uR timeE" and im like "but i love him and i miss him :(((("
560984661644279808,7,umbreon
560984714131931144,6,gayeon
560984718116388864,2,jk
560984724005191691,3,ily
560984761150210068,2,no
560984769563983873,10,getbeanedd
560984777608396810,1,L
560984799393873921,27,hows it feel to be beaneddd
560984859380678678,46,ily eliepsiepsispep <:kana:553637816136105985>
560984868570398753,12,best husband
560984976758407171,5,n o u
560984992273006592,13,hodie is good
560985167846440970,28,im gonna grind xp xD lololol
560985178093125652,7,give xp
560985200025141259,30,hello i am della how is ur day
560985257856466974,23,salad what is up my guy
560985279968837632,12,u like pork?
560985308448161814,15,pork is so good
560985352819441675,49,my sister changed the netflix password and im SAD
560985378308358145,23,i cant watch narutosade
560985386944299038,3,:((
560985406108336128,19,thats what im doing
560985413863604228,6,geeeez
560985452019187714,6,speedy
560985460839546882,8,vrooooom
560985472181075987,9,kachowwww
560985578150035456,7,someone
560985587629424640,11,should play
560985604419092482,14,roblox with me
560985613545766913,10,minecraft*
560985629509419033,3,yes
560985723331936266,13,shut up dildo
560985750682730496,11,dont beanme
560985764771659794,15,no im sorryryyy
560985771532615690,4,:(((
560985800733360178,21,forgive me of my sins
560985813077196800,13,im sorrryyyyy
560985823781322757,8,:(((((((
560985852176498719,19,omg wanna minecraft
560985857587281930,5,hodie
560985907914866708,6,abysss
560985932652871701,13,xbox or pc???
560985943436427302,6,pls pc
560986015322472498,46,omgomgomg someone play build battle with meeee
560986028781994005,5,:dddd
560986066346311681,3,YES
560986077066952713,5,ahhHH
560986088546631680,12,so happy now
560986127964569641,21,my day hath been made
560986152232812576,7,hypixel
560986193412751380,42,bard u should playon my creative server B)
560986218695753769,7,im aYES
560986224341549076,3,YES
560986251692474370,23,YES garm huntis my SHIT
560986293115551744,8,edgfasdg
560986303181881354,9,farm huNT
560986366553358366,37,skskskskksksks <@!325122999789551616>
560986408681209889,18,i love buildbattle
560986448858316801,16,i am expert rank
560986460195651586,8,i am pro
560986465807630346,2,B)
560986493930438667,27,someone should challenge me
560986510581825556,19,thats y i dont play
560986537999990815,18,also im bad at pvp
560986562242936841,16,idk how to click
560986681835257856,23,im abt to hit 2k exp B)
560986715242627099,23,im such a fricken gamer
560986761862578178,13,i play apexB)
560986778090209282,19,jkjkjk thats a joKE
560986838735650841,12,no spam grrr
560986854615154714,19,get the noodles out
560986899444137987,11,send (a)pix
560987016779530252,57,okokok someone play minecraft with me frfrfr im on hypixe
560987047721041940,6,Deluku
560988872125972480,22,play minecrat withe me
560989751096901632,65,fake gamer girls play csgo and league and civ and everything else
560990346071506982,45,?bean <@!325122999789551616> self staff abuse
560990394196951061,18,iwas gonna say ily
560990399661998085,5,<3333
560991013833801728,7,hi baby
560991020662259762,9,how are u
