ID,Channel,Content Length,Content
559060601641369610,alicization-anime-spoilers,21,ARGHHHHHHH I'M LATEEE
559060638601838622,alicization-anime-spoilers,3,BRB
559060796437430275,alicization-anime-spoilers,24,eps 24 is the last eps ?
559070290257248267,alicization-anime-spoilers,4,nope
559070985756868611,alicization-anime-spoilers,98,we'll see how many of you still use "eugeo" name or pictures for the rest of this season ._ hahaha
559071122210029578,alicization-anime-spoilers,29,<:Kiritea:366585681696522260>
559071722670653451,ln-spoilers,0,
559071725199949835,alicization-anime-spoilers,7,ask mod
