ID,Channel,Content Length,Content
560601353148170251,off-topic,3,pog
560601684187807744,off-topic,38,and do you want to hear the best part?
560601744732848148,off-topic,40,all three servants came from silver card
560601758360141825,off-topic,37,<:GWshinodunHaaha:389446922881990660>
560601844183859210,off-topic,31,idk how_ but I got EX rank luck
560601967953575973,off-topic,46,I guess I'll get fucked when CCC arrives on NA
560601973506965505,off-topic,6,rip me
560602010442006528,off-topic,27,I have been saving for melt
560602103232593924,off-topic,3,but
560602111239258114,off-topic,8,I wanted
560602126909308939,off-topic,15,my fucking loli
560602198304882702,off-topic,15,that can evolve
560602212888215563,off-topic,11,into a such
560602235378335744,off-topic,5,great
560602258035703822,off-topic,5,grill
560602288016719949,off-topic,31,I wanted the mature version btw
560602311802617861,off-topic,18,me don't like loli
560602344102952991,off-topic,14,that's illegal
560602437170364417,off-topic,3,now
560602464512901140,off-topic,12,the thing is
560602487304880139,off-topic,22,I was raising carmilla
560602499153788929,off-topic,37,<:GWshinodunHaaha:389446922881990660>
560602595404808195,off-topic,10,me take ss
560602631068975106,off-topic,3,btw
560602665126461458,off-topic,16,I have 41sq left
560602697439641600,off-topic,20,should I pull again?
560602709804449802,off-topic,7,me want
560602733657456643,off-topic,4,that
560602775361290251,off-topic,3,btw
560602784567787531,off-topic,6,me lb2
560602812350726154,off-topic,37,<:GWshinodunHaaha:389446922881990660>
560603047600979983,off-topic,3,huh
560603056207691797,off-topic,7,euryale
560603063749181453,off-topic,4,gtfo
560603111736082432,off-topic,6,hektor
560603117876412416,off-topic,4,gtfo
560603186923044904,off-topic,9,gae daerg
560603194955137034,off-topic,4,gtfo
560603228002058241,off-topic,10,cess_ gtfo
560603267307143169,off-topic,10,event cess
560603279269167104,off-topic,4,gtfo
560603327038095360,off-topic,13,muramasa cess
560603329596620812,off-topic,3,POG
560608192766279683,off-topic,2,ye
560608205521027075,off-topic,5,>meta
560608210919227392,off-topic,4,LULW
560608367005925396,off-topic,2,no
560608372546732065,off-topic,6,better
560608392734048266,off-topic,10,go to jail
560608404599734283,off-topic,37,<:GWshinodunHaaha:389446922881990660>
560608563236569090,off-topic,31,ok so me buying parvati costume
560608568332779540,off-topic,3,pog
560608891138867210,off-topic,21,and what abouy illya?
560608902300041217,off-topic,8,or miyu?
560609071066251284,off-topic,28,is banana counted as a loli?
560609087113658368,off-topic,37,<:GWshinodunHaaha:389446922881990660>
560609524659257344,off-topic,56,in other words you are a lolicon and you must go to jail
560609903702704138,off-topic,25,I didn't get lucky enough
560609915996209183,off-topic,37,<:GWshinodunHaaha:389446922881990660>
560609974435446795,off-topic,18,but jack is a loli
560609998053310465,off-topic,24,your argument is invalid
560610004877705243,off-topic,4,lulw
560610078806507530,off-topic,21,me got another ticket
560610123773640704,off-topic,36,me going to pull her with one ticket
560610261929689108,off-topic,3,huh
560610274361737256,off-topic,10,I was near
560610332951969802,off-topic,6,anyway
560610353151475712,off-topic,5,>11sq
560627960785403947,off-topic,4,well
560627974911819788,off-topic,9,lb2 ended
560628009485467680,off-topic,22,only needed cs and 1sq
560628020860289027,off-topic,37,<:GWshinodunHaaha:389446922881990660>
