ID,Server,Channel,Content Length,Content
558851274590650379,Official Fortnite,clan-recruiting,221,AVX Esports is an upcoming international gaming organisation_ who are looking to bring in new_ and rising gaming talent. We are looking for a Fortnite squad or team; who want to represent a team in leagues and tournament.
