ID,Server,Channel,Content Length,Content
558811112053669911,Official Fortnite,lfg-battleroyale-pc,14,Anyone 1vs1 eu
558814381077692436,Official Fortnite,lfg-battleroyale-pc,31,Anyone want to eu 1vs1 with mic
