ID,Channel,Content Length,Content
560628917963063320,clan-recruiting,684,Team ProPep                                                                                                                                                                                                                                          We are a new server looking to grow and play competitive soon for now we look for anyone willing to join to play competitive or casual or just help this is a new server so not everything will be perfect.                                                                                                                                                                                                    ||||Dm:Me if you want to join ProPep||||
