ID,Channel,Content Length,Content
561010291597377583,general,13,AAAAAAAAAAAAA
561010298673299457,general,1,A
561010304763297793,general,9,aaaaaaaaa
561010350049329152,general,27,pewdiepie is losing oh fuck
561010376750399488,general,19,pewdiepie is losing
561010383226142760,general,4,help
561010400951533579,general,21,we need reinforcement
561010421650423820,general,21,we need reinforcement
561010446417657868,general,2,ok
561010473772777523,pewdiepie-vs-tseries,20,i need reinforcement
561010485885927454,pewdiepie-vs-tseries,13,pewd is dying
561010566613827619,pewdiepie-vs-tseries,26,no he isnt hes almost dead
561010577821007872,pewdiepie-vs-tseries,21,we need reinforcement
