ID,Author,Content Length,Content
558444341325201418,JiraHwang,38,<@175826482923438081> still need help?
558444433230528512,3:D,15,i got someone 😄
558445232157360129,xX67Abstract76Xx,5,Trade
558445484101074974,Zeayox,40,Anyone need help/boost in a trapped ssd?
558446220713000963,Ghoul Deoxys,62,Anyone can taxi me to 100+ pl in twine for a reasonable price?
558446913649639426,xTr4pSystem,35,Retrieve the data (4 ppl) need help
558447842977644578,borrow69,65,looking for ppl to help with plank 7 i kinda sadly want a br skin
558448049756569621,ThatFreakinDude,84,need some people who are actually eager to build for a 4ppl 76 RTD with epic perkups
558448895819251712,brandon,47,<@!409581047710351366> invite. ign same as disc
558449037741785108,borrow69,47,ok ill inv u when i finish the mission im in ty
558449089742635019,The Crying VRLucy,44,anyome know where i can get 1400vbucks fast?
558449143161290760,Kohaku (White Tiger),51,<@!450025470688493598> why do you want 1400 vbucks?
558449886782160896,borrow69,41,lmao i mean ssd's dailies_ mission alerts
558450197076770816,Dead_Man,71,<@!450025470688493598> from your credit card_ stw isnt an instant grind
558450407509065728,Kohaku (White Tiger),129,just realized he had TTV in his name_ probably a skin on BR came out and he just wants 1400 vbucks cuz hes a sweaty TTV person :P
558450455227793418,Dead_Man,3,yep
558451815826456616,Quaken,19,Helping SSDs_ DM me
558451871166234634,Dead_Man,4,same
558454376235139092,Moon,54,Can you guys help me with SSD homebase 9 and maybe 10?
558454489347260429,Carly-C ⚡128,32,<@363722894309589005> what zone?
558454617068011533,Dead_Man,41,<@363722894309589005> invite The_Dead_Man
558454826904846337,KingYonatan,78,hey can someone help plankerton safe harbour mission my ign is LOL KingYonatan
558454943841779723,SilentHighway,63,!report 274660060133851137 wants his *ss ......_ trolling voice
558455440128606223,Moon,173,<@!283888357585715200>  i think i sent you an invite? if not send me a invite_ Astros461 or KaptainKoto (first one is ps4 and the second is my pc name_ im playing on ps4 rn)
558455532604620842,Dead_Man,16,got kaptains one
558455570105892884,KingYonatan,20,can someone help me>
558455820413566994,th0massi,7,depends
558455882900307970,SilentHighway,63,!report 135547985370021888 loud ass bad music spamming in voice
558455914072637468,mcback-09,44,Can someone help me with canny valley ssd 10
558456520694824960,KingYonatan,39,<@530854804554121217>  what do you mean
558456842406199308,Antny,72,<@558452687629189161> gl just completed mine last wave was insanely hard
558457055308939274,mcback-09,41,<@126109133144457217>  can you help me or
558457090662989855,KingYonatan,79,<@126109133144457217>  can someon help with a mission on plankerton safe harbor
558457149013884929,brandon,31,invite me <@397137039964766237>
558457369848446996,Antny,175,nah fam i have 1k metal left no trap resources i needa get to farming <@558452687629189161>. i solod it so if you ahve some decent trap tunnels you'll be alright im only 70 pl
558457609007661058,KingYonatan,82,ign!? also can you message me so we can talk without waiting <@383454425110282240>
558457691551432726,brandon,33,<@397137039964766237> yea one sec
558458337411334161,blind,21,need help twine ssd 6
558461408916799542,Fortniter,37,<@484428832619888640> whats your ign?
558463893475819542,Sniper [⚡ 116],35,Anyone need help in Stone or Plank?
558465369258459146,Dober,72,4x schematics 32k co mission canny add MoodyIndividual if you wanna help
558465792652345364,Mack Buscles,84,Need help with home base ssd 10_ canny valley ssd 7_ and twine ssd 1. IGN = Robosham
558465842518687744,Ghoul Deoxys,62,Anyone can taxi me to 100+ pl in twine for a reasonable price?
558466001738530827,Shade Ikon,28,anyone need help with a ssd?
558466060521832460,nebula,21,Help with Canny SSD4?
558466068838875137,Sniper [⚡ 116],14,I'll help king
558466607370731550,Mack Buscles,37,Help with twine SSD 1? ign = Robosham
558466660294590482,nebula,37,Anyone down to help with Canny SSD 4?
558468547462955018,Poison Astris,18,how do i play this
558469038196654080,nebula,35,Anyone able to help with Canny SSD4
558470262429974551,mcback-09,43,Can anyone help with ssd 10 In canny valley
558471241259024424,KLhjgu,38,<@558452687629189161>  Still need help
558471520704266240,mcback-09,31,<@352730935176724484> yeah I do
558472232666398725,Pablosadeadbeat,22,anyone need a ssd help
558472402875449351,ɮǟʐɨռɢǟ,20,Anyone farming gold?
558474359212212244,Iron Heart,27,anyone need help with a ssd
558474400198819862,berna0528,53,<@277679720823259137>  can u help me with SSD 7 on TP
558755128514052126,o.c.rookie2000,55,When ppl want u to help then tell i to answer fast.. 😂😂
558755270709346310,Dark,33,rookie could you possibly help me
558755434962616321,TomatoGod,3,Hey
558755645160161292,Doggo Moggo TV⚡43⚡,1,k
558755717490933781,o.c.rookie2000,31,With what <@332574895684714496>
558755985771069442,TomatoGod,54,Could someone help me with canny ssd 7 DM me if ya can
558757591161765899,rtybgh⚡131,36,<@!405122724478844928> is it built?!
558757905713856542,Maxx (TTV ItzMaxx),48,can someone help me with my storm shield defense
558757945622396928,blandy1010,12,where is it?
558758207930105891,Doggoice,42,love storm help. Still on first mission :P
558758313886744595,Michael,55,<@539255616313491456> I could help if you still need it
558759248839049216,Doggo Moggo TV⚡46⚡,55,anyone in stone wood if so let me know ill help you out
558759816235843584,o.c.rookie2000,62,<@332574895684714496> needs help with Stonewood 10 but poor HB
558763850334339084,𝓾𝓵𝓽𝓻𝓪,65,dm me for help with stomshields - up to plankerton 7 or 8 i think
558763963064778752,Zeday2kツ,70,Looking for help with the Liberate Plank Harbor mission msg me for ign
558764071722156055,JmiAGnd,32,Anybody pl94 4x hero xp 120 rain
558764169256763401,Hoganes,18,need help TP SSD 5
558764762360578087,Adhi,15,NAE/moving zone
558765348275617793,Jd,42,looking to help ppl with v bucks as reward
558765760370049049,JmiAGnd,32,Anybody pl94 4x hero xp 120 rain
558765918214422539,Jonathan_YT,113,I need help With canny SSD 10 _ my name in-game is: JonathanClashYTB if someone wanna help me out. Im Power 120⚡️
558766271064178696,JmiAGnd,26,i did that with pl52_ solo
558766674078203905,peacefultexas,17,SSDS Canny 6 - 10
558766683880292355,Ghoul Deoxys,47,Need a taxi to 100+ zone for a reasonable price
558766788305747997,Alex,40,<@255324841370976257> Define Reasonable?
558766845495345189,JmiAGnd,28,theres no 100+ zone only 100
558766909542367233,Doggo Moggo TV⚡46⚡,1,w
558768200167456768,peacefultexas,22,SSDS Canny 6 - 10 Help
558768209298456607,o.c.rookie2000,59,<@!485481360635461642> I like doing it with others for fun.
558768730813759489,o.c.rookie2000,87,Why the f is this slow mode so damn slow. Should be no longer than 15 seconds 30 at max
558769133991362561,YowNotNice⚡116,23,Supah slowww...........
558769289738321939,peacefultexas,38,I Need helps with ssds in canny 6 - 10
558769513676537856,o.c.rookie2000,31,Who says how slow it should be?
