ID,Content Length,Content
560609611808505866,274,Hey there! We are the "FPS" clan. We are a group of non-toxic_ good_ players. We like to do tournaments and scrims. You can join if you have these things; 100+ Wins - 1.25 KD - 1.50 Win Ratio - NAE - Nice Mic - And that's all! I hope that I can welcome you to the clan soon!
