ID,Content Length,Content
560607927707238401,65,And in some cases have stopped Nazis from marching in their state
560607940575363102,7,Bb I am
560608040517369857,52,We haven't started stock piling food in my house old
560608204053151744,110,Although my grandparents are quite rich because they both have good pensions and invested a shit tone of money
560608651992367105,250,They voted stay because while they personally wanted to leave they thought it wasn't their place to decide the future of the nation bc they won't be alive to see it's effects. My entire family are stay voters so they voted stay  <@148507515888336897>
560608956821798943,20,Labour has fucked us
560609128695726080,82,<@148507515888336897>they fucked us with the PM in power in 2000 (forgot his name)
560609191505559607,4,Yeah
560609485824065550,32,Honestly fuck all the UK parties
560609547547443230,28,I literally hate all of them
560609611598528521,30,No the SNP can go die in a pit
560609641092874250,28,They are right old bastard's
560609672344633364,6,Yes bb
560609871288860682,71,Honestly I just had a moment there when I was like we need a revolution
560610351549382668,109,Honestly idc which party it is as long as it's not far right or far left we need a competent leader in charge
560962391907762176,218,<@!550993202291802114> but see its working out for me_ I am aware that I am taking away others peoples money for this but when you spread out the cost for the entire nation the cost of my health care is barely anything
560962495762792468,7,nah lol
560962863901048832,52,the gender studies thing is a straw man lmaooooooooo
560962967760535581,67,nothing but here's the thing ppl often use it to straw man the left
560963322799718440,60,<@!448555143344947205> is transhumanism good is the meaning?
560963350020882492,27,<@!185882983985577984> link
560963432828895291,11,link it plz
560963488822984705,47,dog no one has ever tried <@264109060943642625>
560963495450116106,26,<@!448555143344947205> yes
560963718721044495,5,jesus
560963781740462094,30,send it <@!448555143344947205>
560963802821034004,6,I like
560963895032938516,7,8values
560964457539567616,16,filthy socialist
560964537491128320,13,smh socialist
560964624913137667,24,although left unity gang
560964690067324928,26,<@246957288881913857> yeet
560964743830044672,57,<@246957288881913857> I suppose_ I am def not a socialist
560964796829401090,54,<@!550993202291802114> I used to be that ~5 months ago
560964886444900392,35,but then I semi took the bread pill
560964897320730625,1,^
560965141349400585,19,nah just left unity
560965212879061004,39,lefty unity until we kick out the right
560965264657874945,47,then order 66 all the socialists and communists
560965312783056916,27,<@!266048997381242890> yeet
560980135327563796,7,I don't
560980212133789697,70,They will just fuck it up as per usual and then the left will look bad
560980277799813120,17,No I support that
560980348259926017,48,However I don't support the idea of a revolution
560980420288839690,39,Unless it is somehow a world revolution
560981767134249009,97,Let me rephrase that_ in 1st world countries it is uncommon and hard to do_  unlike the 3rd world
560982035603259427,83,<@246957288881913857> they where unfortunate because they had a big economic crisis
560982103043604481,45,Yeah trump has been a major loss for the left
560982466760802305,41,<@246957288881913857> couldn't agree more
560983283555368961,33,What is the humane solution then?
560983466460577792,102,Well I would like to make the ubi more than enough to live off and have health care and free education
560983606781280266,78,Having ubi doesn't mean that you won't have free health care or free education
560983648229261321,6,*can't
560983752570961977,60,<@522617101760987136> I see you missed the basic part of ubi
560983812423548941,33,<@246957288881913857> yea I agree
560983947090198569,88,Yanks are mostly to brain washed however I feel radical change might be good for the USA
560984043219582986,2,Ok
560984180092174357,28,Indoctrination = brainwashed
560984276263501836,3,Yup
560984619260837898,109,And the EU is more social democracy biased however I don't think it is on nearly the same level of propaganda
560984827780792370,55,Like unlike in the USA it's not shoved down your throat
560984862606098432,27,Yeah  <@246957288881913857>
560984942419509258,31,Pro social democracy propaganda
560985349065801730,44,That's not nationalism <@266048997381242890>
560985585800708109,23,That's just what I like
560985650032148511,47,A bit of patriotism thrown in with some leftism
560985820740452352,21,Ewww anti war pacifis
560985968480485387,56,Remember when it worked really well in the run up to ww2
560986100240482314,56,But you specifically said you would not support any wars
560986153147170821,21,Apart from class ones
