ID,Server,Channel,Content Length,Content
558830162662260786,Official Fortnite,lfg-battleroyale-pc,43,looking eu duo partner with 200+ wins duo 9
558830659968434177,Official Fortnite,lfg-battleroyale-pc,9,i am josh
