ID,Author,Channel,Content Length,Content
558442905627394080,PokestarFan,welcome,0,
558443112913960960,CTRL Command,welcome,0,
558444423437090816,nic304,welcome,0,
558445973513306128,PewDiePie,welcome,0,
558446774680027144,IAmNotUnstoppleGM05,welcome,0,
558448829460905989,rmo,welcome,0,
558450895365472256,VictoriousLoser,welcome,0,
558452876553224192,Please-notice-me-sanpai,welcome,0,
558453065389178892,ArmnSdcord,welcome,0,
558453434982858752,Cool peoples,welcome,0,
558453465328910348,Larabet,welcome,0,
558455233823375381,Oshla,welcome,0,
558457341184573440,SANS,welcome,0,
558458477672923147,Aether Catalyst,welcome,0,
558460136457502720,barney,welcome,0,
558461032817754112,Crab,welcome,0,
558461784508596224,Gabrielle cavalier_Girl,welcome,0,
558462765493387284,Potato-life,welcome,0,
558464435375702017,BraylonTheMan,welcome,0,
558465234260721674,TheBlaxican,welcome,0,
558467126571302942,╲⎝⧹>AngelRiveroVelasco<⧸⎠╱,welcome,0,
558467807545655296,Qrow87,welcome,0,
558467973526978566,SuckMyDucc,welcome,0,
558468266004185098,Soccer man1310,welcome,0,
558470103197548565,chungus=Uganda knuckles,welcome,0,
558470815075794945,derpster2020,welcome,0,
558472155696988180,suckmycock3728,welcome,0,
558472967479361549,Ricardo Milos,welcome,0,
558473132462047232,_Timur_,welcome,0,
558473229514178560,xdiyanahx,welcome,0,
558473645178224640,Mr.Incredible,welcome,0,
558474433657044992,jackattack,welcome,0,
558755591984644107,Don vergas,welcome,0,
558755785820078120,CatCatean,welcome,0,
558756125072162818,Artyom,welcome,0,
558756424100872198,Alienguy500,welcome,0,
558757171500810277,Cpa4life,welcome,0,
558757451302961152,Gamerdude3621,welcome,0,
558757488485466112,w0LLf,welcome,0,
558757888341049344,MSF ALEX,welcome,0,
558758544883580928,Dustyandrewcraft94,welcome,0,
558759961413287956,Lumiriini,welcome,0,
558760491623776256,Snare,welcome,0,
558761285353865237,Funnychip098,welcome,0,
558761505793769472,bramar252,welcome,0,
558762470311723008,Hunter2006534,welcome,0,
558763693358448644,Mo *Gacha Form*,welcome,0,
558763839274090496,lost_teddy_230,welcome,0,
558764053778923540,UrHYUNG,welcome,0,
558764581841928192,baseball_ inferno,welcome,0,
558765086513168420,xXxNuclearxXx,welcome,0,
558765993426550794,skillesssnake,welcome,0,
558766332259074068,wolfggyoutube,welcome,0,
558766449879941133,Luther66,welcome,0,
558767744019988490,Ubai_Crazy,welcome,0,
558767920126230528,.......,welcome,0,
558768172866732042,NátaliMarieXD,welcome,0,
558768547107700746,Arianna_da_fox,welcome,0,
558768897734475778,Luke,welcome,0,
558769560426119168,THE WAX (CJNG) Krdachan,welcome,0,
558770426189185034,valter gaming/vlogg,welcome,0,
558770862052868106,LNG Ike,welcome,0,
558772026274480129,yassinemakayhmlchayman,welcome,0,
558772090904379412,Itsyeboi,welcome,0,
558772654509916160,Girrux,welcome,0,
558778425641533451,ziyang gaming noob,welcome,0,
558780297357950986,ur boss,welcome,0,
558783648464240651,Gandalfldor,welcome,0,
558784287600803846,mmm,welcome,0,
558784577250918411,yeh ok,welcome,0,
558788765900996609,VORTEX68ALFA [CHAOS],welcome,0,
558788919521443840,soren,welcome,0,
558790065363615764,Mr.Llamma,welcome,0,
558790190546550794,NoCol,welcome,0,
558790705602887690,elite xpert,welcome,0,
558790959266267156,Secret_User,welcome,0,
558793027208871966,pinkdiva3,welcome,0,
558793360358375434,Dominic,welcome,0,
558795162008944650,Only His’,welcome,0,
558796405154643986,Rocco is back,welcome,0,
558796633211666443,TWC,welcome,0,
558796714144956426,rqy,welcome,0,
558796809661710357,Yellow._Shadows,welcome,0,
558798012642754601,lil boy saint god,welcome,0,
558799495865958449,Jøje,welcome,0,
558800114291048448,Angelic~Curse,welcome,0,
558800952363057153,coolcop2008YT,welcome,0,
558801124954603530,BobbyBot197,welcome,0,
558801417364570122,Michael_Playz0,welcome,0,
558801473991999498,Juju129,welcome,0,
558804016872554506,thecatofthenorth,welcome,0,
558804939560714240,ababil hawali,welcome,0,
558804944229236738,Tatsumaki,welcome,35,🆙  |  **ababil hawali leveled up!**
558805057613856768,yugi,welcome,0,
558806136933974016,Ramone CCFIRE,welcome,0,
558807594073063454,chimmy,welcome,0,
558809646547337266,Demon Dog,welcome,0,
558809886972968961,creampie,welcome,0,
558810916137861129,Black Devil,welcome,0,
558812829344464930,sarahkeith,welcome,0,
558813187932160001,Macke,welcome,0,
558813285038686210,Phoenix4,welcome,0,
558813347059859456,FlowA150,welcome,0,
558814498983641098,Captain_Rex,welcome,0,
558815429158764544,Minerin,welcome,0,
558815868654714880,RBraverock,welcome,0,
558816176575217674,noe1820,welcome,0,
558816404669726730,IMARCIII,welcome,0,
558816754458165288,the brobruh,welcome,0,
558819739552448532,rayen09,welcome,0,
558819877373083649,joaquin,welcome,0,
558823595556470804,Nihal_X,welcome,0,
558824326980173834,screw the ender dragon,welcome,0,
558825487699542036,Lilz Playz!,welcome,0,
558826223904620546,IMFASTBOI39572,welcome,0,
558827148614434846,exoticbacon,welcome,0,
558827610742849539,gonzamoriz921,welcome,0,
558827627138252800,kamesh,welcome,0,
558827742980997130,Aphmaufan2004,welcome,0,
558827942294192150,Prayush,welcome,0,
558831844146151444,GG32YT,welcome,0,
558834305204355072,Pranish,welcome,0,
558836747363024896,6945,welcome,0,
558837544582905856,tmnt979,welcome,0,
558837589701033984,Finn,welcome,0,
558838458391592970,reaper,welcome,0,
558838469166628875,TODO  DEKU,welcome,0,
558839907234217984,SpdStar,welcome,0,
558840892694200336,edila10,welcome,0,
558840928492584961,Betina,welcome,0,
558840931529523232,Tatsumaki,welcome,28,🆙  |  **Betina leveled up!**
558841004460081163,Firedeath201,welcome,0,
558841266994151434,Elijah King0987,welcome,0,
558841519000518678,KoyaBroARMY,welcome,0,
558841710034026537,its_mentaly_disturbed45,welcome,0,
558842576816439322,INDIAN PEOPLE ARE DUMMYS,welcome,0,
558846246278922260,Nunya_Buis,welcome,0,
558846758843842590,lil tim,welcome,0,
558847182493581313,jellyjrLOL,welcome,0,
558847418033242132,Wobble,welcome,0,
558847621045813271,.🌷Beautiful Panda🌷,welcome,0,
558848333192626206,LilyIsDatUnicorn,welcome,0,
558848543448760321,♛𝓜𝓲𝓬𝓴𝓮𝓷𝔃𝓲𝓮♛,welcome,0,
558848544744800257,Tatsumaki,welcome,33,🆙  |  **♛𝓜𝓲𝓬𝓴𝓮𝓷𝔃𝓲𝓮♛ leveled up!**
558849157234688000,cyril33hawks,welcome,0,
558850521105039363,SuperIH0925,welcome,0,
558852311376724019,GalaxyBoizWithUniverse,welcome,0,
558852869550243850,floaty boi,welcome,0,
558854516255096838,Riley Bear,welcome,0,
558855234500427806,suvarnkark,welcome,0,
558856306962857984,¡Chicken Milk¡,welcome,0,
558856639235751936,Max_yee,welcome,0,
558857118883643396,Psq2,welcome,0,
558860564156383232,DaRealJason,welcome,0,
558862465178271744,Duncan-Donuts,welcome,0,
558862558560518164,my subscribers,welcome,0,
558864723530219546,dJ,welcome,0,
558865222874431488,DUKE FISHRON,welcome,0,
558865850061553693,lynx the hawk,welcome,0,
558866978526461952,🇦🇺SPERLO21🇦🇺,welcome,0,
558871747416424450,PMac,welcome,0,
558872191047827476,sanuki.de.soysa,welcome,0,
558872410657390602,devilsheep,welcome,0,
558872499111067648,ScrewySummer,welcome,0,
558990816555565056,SquanSquan,welcome,0,
558990973774987277,YSiN (Back - 01/06/2019),react-with-emotes,20,Reaction Worldrecord
558992025467355136,najerpl,welcome,0,
558992976639164426,Sant.R,welcome,0,
558994462768889857,serajgame4455,welcome,0,
558994506897162240,Magyar Gamer XD,welcome,0,
558994703148646420,Typicalamy,welcome,0,
558995417354731520,aGro-,welcome,0,
558996677264932864,FintroG,welcome,0,
558997154509750301,Ali Siddiqui,welcome,0,
558997155407331331,Tatsumaki,welcome,34,🆙  |  **Ali Siddiqui leveled up!**
559003614509662218,æøå MIKKEL,welcome,0,
559003665130848286,Soomro_Boi,welcome,0,
559005287462207496,Rig's07,welcome,0,
559005437438197780,Benja,welcome,0,
559005890259320832,Jaffa-juice,welcome,0,
559006733050183720,Prasetyo,welcome,0,
559011431241220099,Heir of Slitherpuff,welcome,0,
559011882078568468,xxxPaistyle31xxx,welcome,0,
559012737032650752,deaconchief,welcome,0,
559012744435728394,Ell⚜,welcome,0,
559031862282944532,cereal.killer,welcome,0,
559032244778565642,King Danklord,welcome,0,
559032871013318666,TheEliis,welcome,0,
559039436466159636,KingWolf9087,welcome,0,
559040288644137000,Deputy_K9 Unit,welcome,0,
