ID,Channel,Content Length,Content
560621498038222890,minecraft,17,I made a new skin
560621535144968192,minecraft,15,Looks like crap
560623238263210004,minecraft,5,STEEL
560623293447798815,minecraft,5,!kill
560623320048074792,minecraft,4,Ooof
560623722269114389,minecraft,4,!kim
560623744171638785,minecraft,3,Oof
560638403272507393,minecraft,5,Hello
560638445803012096,minecraft,24,How is everyone tonight?
560638583514464280,minecraft,38,Remeber when you coukd make god apples
560638817330135040,minecraft,72,So does anyone remember the crafting recipe for enhancted golden apples?
