ID,Content Length,Content
558770219577901066,28,laughs in lofty architecture
558771160087527434,26,my old canny base is worse
558771271735705612,90,just throw up a t3 metal pyramid around every amp and done <:justright:327528247900372994>
558771407446605846,64,inb4 demolition gets removed cuz they can't fix the doope glitch
558771649285980161,20,ramp rush them husks
558771939506651138,84,you know_ there's something called recycle and increase rarity <@405531123028983808>
558771973220597760,32,also t3 is basically nothing lol
558772194486779906,43,to beat the game all you need are survivors
558772316314664961,14,200 herbs lmao
558772535517380610,62,if someone pays me 199 herbs i'll make them better at the game
558772559622176768,1,😉
558772643550068756,66,1k herbs for entrance fee? How much per hour <@419465878485204992>
558772989663903774,44,<#483629575654604800>  <@558769527358357533>
558773042042634251,16,50/hrs is a scam
558773139132252170,39,waste them on 90s <@302921272482856972>
