ID,Channel,Content Length,Content
558828457732079629,clan-recruiting,105,Looking for a clan that is hard to join which has pro players that play scrims and events and that stream
558862062676082718,battle-royale,76,Every time i start Fortnite all my settings are low is there a fix for that?
558862355312803841,battle-royale,2,Ok
558862452037779473,battle-royale,30,My PC Is suitable for the game
558862562939109406,battle-royale,20,Thanks for the help!
558863500953255956,battle-royale,28,Yeah i know how to access it
558864648909094922,battle-royale,60,Imagine having a 240HZ Monitor but not it's not set to 240HZ
558864852181975050,battle-royale,38,It worked thanks <@293864877171146763>
558865382237143041,battle-royale,96,I use stretched but it shouldn't matter i went in the game and it's fullscreen stretched i think
558865606276022273,battle-royale,68,I changed view distance to epic_ texture to epic and effects to high
558866195638648832,battle-royale,2,Ok
558866625315602432,battle-royale,54,<@293864877171146763> Do you use stretched resolution?
558866786691579904,battle-royale,26,What's your graphics card?
558866856148992042,battle-royale,10,Knew it XD
558866951519207424,battle-royale,4,Lmao
558867317094613002,battle-royale,67,Are you going to play for the event with 100 000 dollars in prizes?
558867735518642176,battle-royale,24,I'm going to go now bye!
