ID,Channel,Content Length,Content
559056970141663233,minecraft,27,looking for bedwars partner
559056995987095557,minecraft,6,PM ME!
559057375214960640,minecraft,37,LOOKING FOR A BEDWARS PARTNER! PM ME!
559058265753780254,minecraft,22,anybody tryin to play?
