ID,Content Length,Content
559003991770529792,890,---------------MEMES---------------NLWelcome to MEMES! We are a friendly clan where you can meet new friends_ or find new enemies.NLNLAbout Us:NLWe are a small  clan hoping to grow. We do Solo Scrims_ Tourdements_ and practices! We want to be able to pull out the best of your potential and become better but also be able to communicate with new people!NLNLContent Creators:NLWe are looking for content creators for YouTube_ and Twitch to help us grow through social media and for them to make montages for the team members etc!NL—————————————————-NLGFX Designers:NLLooking for GFX Designers to create logos_ banners_ templates for the clan and team members!NL—————————————————NLTry-out staff:NLWe are looking for active people that are able to recruit and try them out for the clan daily! | 10+ years | Must have mic | Must be willing to help | Must speak english.NL—————————————————NLDM ME FOR MORE INFO
