ID,Channel,Content Length,Content
560982297004998667,battleroyale-images,74,<@359361247436734465> lol wtf <@!524353110551035904> ur jealous nd broke @
560983259312291843,battleroyale-images,115,<@!524353110551035904> U actually had the time to go on your locker and do the 2+2 emote to prove you are as spoilt
