ID,Channel,Content Length,Content
558867914317496321,off-topic,14,im neva lackin
558867998249713668,off-topic,16,IM NEVER LACKING
558868239099363360,off-topic,5,!rank
558868263006896138,off-topic,5,!rank
558868283944861706,off-topic,5,!rank
558868286243209217,off-topic,5,!rank
558868288566853643,off-topic,5,!rank
558868296573911052,off-topic,25,!rank!rank!rank!rank!rank
558868308322156546,off-topic,5,!rank
558868332111986689,off-topic,16,HE SAID DO !RANK
558868378098466828,off-topic,2,oh
558868380329836544,off-topic,2,ok
558868464006201351,off-topic,5,!rank
558868544641695745,off-topic,5,sorry
558868674048557057,bot-commands,5,!rank
558868764691791907,off-topic,15,spotify is gold
558868769611710484,off-topic,5,!rank
558868772790730767,off-topic,5,!rank
558868826024837131,off-topic,4,GUYS
558868911073001472,off-topic,71,i just spanwed in alot of SKELETONS AND ONE SPAWNED WITH ALL GOLD AMOUR
558869082351468546,off-topic,4,GUYS
558869133287096320,off-topic,54,I SPAWNED IN SKELETONS AND ONE SPAWNED WITH GOLD AMOUR
558869155907108884,off-topic,16,HOW RARE IS THAT
558869371745861648,off-topic,77,i just went into creative mode and made a diamond house then went to survival
558869383015825445,off-topic,12,now im a pro
558869534967332877,off-topic,4,GUYS
558869613643956225,off-topic,51,WHAT I JUST FOUND A MANSION IN THOSE BIG TREES BOIM
