ID,Server,Channel,Content Length,Content
559107108994285579,Official Fortnite,fortnite-general,47,No I am being serious. He does actually beat me
559107204087545923,MINECRAFT,off-topic,4,HELP
559107220617560064,MINECRAFT,off-topic,19,MY DAD JUST BEAT ME
559107250489131018,MINECRAFT,off-topic,5,OH NO
559107265789952022,MINECRAFT,off-topic,16,HE'S COMING BACK
