ID,Server,Channel,Content Length,Content
560950390024175617,Official Fortnite,lfg-creative,306,- Turtle Wars - [EU]NLLoadout - (changes every couple matches)NL* Blue Pump Shotgun | * Blue Suppressed SMG | * Blue Assault RifleNL* Mini shields_ slurp and campfiresNLRules -NL* 100 health 100 shieldNL* No camping_ no spawnkilling_ no teaming.NL* Use voice chat for suggestions on the loadoutNLADD IGN -> Gimojin
