ID,Channel,Content Length,Content
560286945549221898,clan-recruiting,948,💠  | Team Oasis | Competitive fortnite 💠 NLNL    🔰 | What is Oasis? Oasis is a new friendly upcoming competitive fornite team!NLNL    🔰 | How can I join Oasis? Joining oasis is very simple_ first private message me for the link to our discord_ once you're in_ you will be set as a trial member_ to get on the competitive roster_ you will have to wait for tryouts which are every weekend!NLNL    🔰 | What are we looking for? Oasis is looking for friendly_ fun. good team-work_ and competitive players that are willing to put time and effort to improve each day!NLNL    🔰 | What do we want to help with? Oasis wants to help everyone who joins expierence the feel of a competitive environment_ we also aim to help each one of you improve by playing_ and practing!NLNLNL✨ | We dont only want to grow our team_ we want to create a friendly community all around!NLNLNL    🌀 | I hope to see you soon! Private message me for more infortmationNLNLBest regards. Team OasisNLs
