ID,Content Length,Content
558472036918231040,48,Speaking of Gangan_ Mononokean is on this season
558472060427436033,16,You should watch
558472074260119563,25,Hi  <@383863443838599199>
558995225222184968,28,Don't you guys mean greeter?
558995317991931905,29,I can be our greeter for free
558995413441708064,43,I love greeting people to our weeb paradise
558995529980182538,13,B-but we are!
558995708217262080,107,<@96262512948838400> tell them the story of how we met and how you promised we'd survive weeb hate together
558996198585925632,73,Are you guys giving up on our cause just because our site got taken down?
558996281528287242,47,There are more weebs out there that need saving
558996391846740000,14,But we want to
