ID,Channel,Content Length,Content
559097066362765313,lfg-creative,7,nae 1v1
559097089892548656,lfg-battleroyale-pc,7,nae 1v1
560977105807212556,lfg-battleroyale-pc,7,nae 1v1
560977122571583518,lfg-creative,7,nae 1v1
