ID,Content Length,Content
560962408902950932,7,Now ava
560962440540454912,24,Did u get ur stuff back?
560962545461231628,37,Nah ava did a assignment a while back
560962611114541062,74,Im sure it went well i just wanna know <:GWomoGabSmile:405784198780289034>
560962757927764022,11,Righ ababa?
560962986609606696,9,Hi ezwuwu
560963042116894720,26,That was terrible im sorry
560963070269325314,17,How was your day?
560963204650631178,13,Gnight bakaaa
560963287223631872,30,How baku ur a pokemon trainer?
560963334510346256,3,*oh
560963362939207707,4,Ara?
560963468749045770,33,Remi how come i never see you ;-;
560963512470339595,15,Baku how u doin
560963544691113984,14,And u too remi
