ID,Content Length,Content
558846153911959553,0,
558991745539506191,68,Everyone with an IQ higher than 10 knows that  <@298163596230393859>
558991895339073557,44,There's no Earth chan  <@298163596230393859>
558991920412491776,22,There's only The World
558992014260043786,45,Korenga_ Za Warudo da.  <@298163596230393859>
558992276400111648,60,That's The World you uncultured swine  <@298163596230393859>
558992422085066753,0,
558992494554120201,44,The World is going on  <@549020555785928704>
558992892547563521,32,<@414385115251212289> that's one
558997023416647690,21,<@471360762661568542>
559003786845224982,0,
559004001945911302,79,If I disable my DMs they can't DM me which means I can't report them with proof
559004445476913163,36,*Turns on DMs with malicious intent*
559004748519309342,18,3rd party software
559005170172690462,21,<@260994545943183360>
559005297956356096,12,Nani the hec
559005509701730314,2,Hi
559005636290019339,27,Cute  <@484739290258210836>
559008339892240384,0,
559008706138865695,0,
559008726993076234,4,Welp
559008881171234857,14,No don't do ir
559008990156029962,29,When you think quotes can die
559009321342599169,0,
559009538225864704,34,<:villager_huh:441951184886956033>
559009571834822696,0,
559009648141795349,6,Ok den
559010571073093655,37,You can't compare an engine to a game
559010878738137089,58,That's a long screen you have there  <@339616832866615296>
559010938133676052,26,Marshmallows are delicious
559010956563185687,33,Was joking  <@339616832866615296>
559011217797283840,40,My laptop froze playing a game from 1993
559011441370202130,30,Xiaomi?  <@339616832866615296>
559011540901167106,42,No wonder the errors are so familiar to me
559011602305777724,27,Yeah  <@484739290258210836>
559011629216432128,17,Good budget phone
559011688247066647,9,Cheap too
559011742227628032,25,:v  <@558737428215627806>
559011845294522388,5,U w U
559012140091047951,32,One time my phone crashed so bad
559012177353244682,33,It showed a rabbit with a ushanka
559012298283417600,16,My phone crashed
559012340759134218,26,And it activated fast boot
559012348937895986,4,Hmmm
559012408404738049,13,**ZA WARUDO**
559012516920033290,26,Yes  <@339616832866615296>
559012572465070080,23,Except without the text
559012810835886080,31,My fav screenshot till this day
559012979392249887,25,Gg  <@541753787207909408>
559013085281648681,14,Good luck lmai
559046055329792019,0,
559046299320713256,59,I can't assume genders with that pfp  <@108851732313862144>
559070067434717195,29,When you forgot how urls work
559070225035952154,0,
559070331671937034,73,I hope you realise it's commonly used as an insult  <@349245027286777857>
559070442258694144,40,And swearing insults aren't allowed here
559070522521026602,0,
559070710732029952,0,
559070815472189460,0,
559070925329530903,44,It physically pains me to see pics like that
559071005688070144,3,ftw
559071065066831893,34,W a i t n o  <@231679925436809216>
559071137687142403,27,Nyes  <@539278517570109452>
559071204502274058,0,
