ID,Author,Content Length,Content
558446777410256934,ed plaz i,374,░░░░░░▄▄▄░░▄██▄░░░ NL░░░░░▐▀█▀▌░░░░▀█▄░░░ NL░░░░░▐█▄█▌░░░░░░▀█▄░░ NL░░░░░░▀▄▀░░░▄▄▄▄▄▀▀░░ NL░░░░▄▄▄██▀▀▀▀░░░░░░░ NL░░░█▀▄▄▄█░▀▀░░ NL░░░▌░▄▄▄▐▌▀▀▀░░ This is BobNL▄░▐░░░▄▄░█░▀▀ ░░ NL▀█▌░░░▄░▀█▀░▀ ░░ Copy And Paste Him In Every Discord Server_ NL░░░░░░░▄▄▐▌▄▄░░░ So_ He Can Take NL░░░░░░░▀███▀█░▄░░ Over DiscordNL░░░░░░▐▌▀▄▀▄▀▐▄░░  (dont spam him tho)NL░░░░░░▐▀░░░░░░▐▌░░ NL░░░░░░█░░░░░░░░█
558754970141196290,Ryspect,35,<:SurprisedPika:514644033901953025>
558763536185294858,bart,2,👌🏻
558763549506273291,bart,1,O
558763807875530772,crying coke cat (Andrea/Xisarah),5,baert
558763821800620102,crying coke cat (Andrea/Xisarah),2,no
558763959256219658,crying coke cat (Andrea/Xisarah),1,👌
558764101581406209,bart,4,OOOO
558764225439203328,crying coke cat (Andrea/Xisarah),35,yes <:PepeHeart:514640977793646594>
558764666453491733,crying coke cat (Andrea/Xisarah),0,
558777905941839892,AlmightyEmperorBiggs,9,oooh yeah
558777944927895555,Connor,0,
558777990549602315,thnksfrthmmrs11,17,Cuteness overload
558778055477297163,Connor,7,rabbits
558778065296162837,Connor,3,are
558778074125303830,Connor,7,amaxong
558778134703505430,Connor,0,
558778188092669953,Connor,13,now thats hot
558778633989390348,thnksfrthmmrs11,24,And that’s relatable lol
558781709387038726,Connor,3,aww
558781728517259266,Connor,8,are they
558850184398897174,sub to pewdipie,31,<:pepesmirk:555523259894988801>
558856498088771604,jspence0708,28,<:TopKek:514644034946596864>
558872277798879243,GalaxyDogeyay🍅,3,Lol
558993419041636371,MarsanNica,73,Why its pictures room and i cant put picture <:thernk:554040557773783059>
558993463186554900,MarsanNica,135,<:BetterThink:514644918380003343> <:BetterThink:514644918380003343> <:BetterThink:514644918380003343> <:BetterThink:514644918380003343>
558993638688817174,MarsanNica,2,Ay
558993644410109984,MarsanNica,2,Ay
558993649682350106,MarsanNica,2,Ay
558993658565754881,MarsanNica,2,Ay
