ID,Author,Content Length,Content
558452701097230336,jojie,3,👌 👌
558452725302427659,jojie,27,<:Smile:547457063693844492>
558454374800687114,BallerBuildz,13,bitch lasagna
558454376516288513,BallerBuildz,13,bitch lasagna
558454378306994177,BallerBuildz,13,bitch lasagna
558454380060344361,BallerBuildz,1,v
558454382190919730,BallerBuildz,1,v
558454384791388181,BallerBuildz,13,bitch lasagna
558454392110710805,BallerBuildz,13,bitch lasagna
558454394891272192,BallerBuildz,13,bitch lasagna
558454397730947082,BallerBuildz,13,bitch lasagna
558454399895207976,BallerBuildz,13,bitch lasagna
558454417142185984,BallerBuildz,14,bitch lasagnav
558454417456758789,BallerBuildz,13,bitch lasagna
558454418438225925,BallerBuildz,13,bitch lasagna
558454419491127296,BallerBuildz,13,bitch lasagna
558454420514537502,BallerBuildz,13,bitch lasagna
558468737783693322,jojie,4,Gang
558468879509225472,jojie,10,***echo***
558469205461041153,jojie,9,**hello**
558469296930684928,jojie,3,Wya
558469349116215306,jojie,8,PEWDSSSS
558469381454299156,jojie,9,U big gae
558469974595731487,jojie,9,-play moo
558469991499038760,gabe,40,?mute <@546654042974060565> 60m spamming
