ID,Content Length,Content
558860735288049675,10,pls rich 4
558860809057468428,10,pls rich 3
558860860815179777,10,pls rich 2
558861021675257856,18,pls rob RetroColtZ
558862781118677002,18,pls rob RetroColtZ
558863667597410305,8,pls work
558863704112758785,24,pls work Twitch Streamer
558863768029888570,11,pls profile
558864737451114528,22,pls profile RetroColtZ
558864827544633344,22,pls bankrob RetroColtZ
558864856367759380,4,Join
558864864559497229,4,Fast
558864926433607701,15,Type Join Heist
558864959354961922,26,Guys_ type join heist fast
558865068524044288,39,Nice_ we need more people for the heist
558865174438608907,4,Fuck
558865213911334912,6,Almost
558865303279501312,27,We will rob him again later
558865356165218304,19,i need a heist crew
558865496896700436,57,Yo guys_ we can be the nastiest heist crew in this server
558865537225064468,36,<@478791798345433088> Yes you are in
558865804813402112,21,pls bank IntoTheAbyss
558865854687870977,15,Hoooly shiiiiii
558866202798325761,24,pls profile IntoTheAbyss
558866254748712966,2,Fk
558866324197998593,48,<@478791798345433088> Abyss has a T H I C C bank
559002120343257111,13,pls postmemes
559002140224520192,1,n
559005361378557952,13,pls postmemes
559005375148457985,1,e
559005868964839425,52,<@176921245940580354> Damn_ can we see your inv pls?
559006500127899690,17,pls withdraw 1000
559006517412495370,10,join heist
559006575906258964,19,Let's do this peeps
559006777602211840,17,I got 0 coins :'(
559006973111304192,41,<@556251957162016799> cmon man_ share pls
559035105138704384,100,listen y'all dumbos_i only had 1k like 7 hours ago_but i used my own coded script to make 20k easily
559035370461986817,75,<@542718101578448916> I see you trying hard_can you listen to me for a sec?
559035443468042274,34,Today morning i only had 1 k coins
559035465739534342,7,but now
559035522794651668,13,i used script
559035553849409546,15,afk auto typing
559035569796022273,17,ez money lelelele
559035590381797407,17,with just 7 hours
559035621142954017,1,😃
559035967114182656,67,I admit that i cheated and there is nothing you all can do about it
559036049800560680,28,lolololol what you gonna do?
559036097288732692,26,i have my money in my alts
559036380467167263,33,5.3+ million ez after like a week
559038097325686785,88,So_i guess i am the richest person in this server eventhough i have all of it in my alts
