ID,Server,Channel,Content Length,Content
560600693711306773,Official Fortnite,lfg-creative,489,HOSTINGNL——————NLBattle Royale Style Creative Game | Last Man Standing NLNLSTART TIME: NOW NLNLRegions: EU/NAE NLNLAdd: xAidanSY NLNLTeamsNLFree-For-All NLNL16 players will spawn in the game. Once you get killed_ you’re sent to spectate the rest of the game.NLThe game will continue till only one remains- the winner.NLNL PRIZES AVAILABLE TO WINNER!NLNLIllegal weapons: Explosives NLNLYou can use any materials.NLNLYOU CANNOT leave the arena. Leaving = Disqualification NLNL**Must join the server to participate**
