ID,Content Length,Content
558994473011511297,7,India 😂
558994591982944278,20,T-series = Bot users
558994618419511327,7,kidding
558994792399503362,4,yeah
558994812100149259,11,so weird...
558994860204621827,44,Do they really need to cheat just like that?
558995010150858771,85,Its super unfair to Pewds since he was only one against a whole company of some sorts
558995036927295488,4,Same
558995090924896272,4,well
558995296567296031,4,Yeah
558995340976455710,22,Pewds will always win.
558995363285958657,15,that's for sure
558995434836721665,36,<:FeelsPingedMan:532225830835978250>
558995462963855363,14,Hahha heck yes
558995583826919424,85,Even got myself a heck of a lot of detentions for blasting bich lasagna in our school
558995617981005836,1,😂
558995660548997127,4,rrr?
558995678802477056,2,XD
558995736893587469,16,bobs or vagana ~
558995755365564419,1,😂
558996008592211968,3,😂 😂
558996072161214477,23,Comrade! Haha kidding..
558996111130492948,36,Going back to Soviet Union.. haha...
558996495584591873,33,Hey hey no more hate messages lol
558996562102059020,36,We should atleast respect both sides
558996661846671360,57,Afterall_ I think this is all but a friendly competition?
558996677407539227,27,<:Yikes:519528743119618078>
558996727747837962,13,hey hey Cyrus
558996753114988564,25,I guess that's enough boi
558996793636028436,6,Thanks
558996864666435596,67,Atleast try to respect T series (not like I am supporting it okay?)
558996911604891650,3,Yep
558996939744739338,46,<@508486121798238209> I totally agree with you
558996993645608960,14,friendly* then
558997029087608832,27,<:Yikes:519528743119618078>
558997087086444564,1,?
558997108426801172,4,Haha
558997141247361028,3,Oof
558997173958737932,2,XD
558997201301274654,18,Heyhey no bullying
558997225221652510,10,that's bad
558997254577586176,25,<:Wut:519226309059149833>
558997269840396290,2,Eh
