ID,Content Length,Content
558463902040457235,47,I think we should have clans for save the world
558803126040133662,37,Want flying carp just in the shop òwó
559109401060048897,13,What a madlad
559109830988529676,61,It’s unlikely at this time_ as the promotion is still ongoing
559110093598097409,34,Frames are a problem on switch yes
559110348725157889,33,!discord_es <@555902633022324736>
559110499367780361,1,?
559110615470309383,10,No links 😡
559110743912349707,75,<@151430422172008448> account sharing is against the rules so stop spamming
559110890079911956,8,Fuck bro
559111038214340619,36,<@151430422172008448> I’m sorry lmao
559111369107177482,37,<@380782072635195402> lfg channel pls
559111654089162762,40,<@414407817907273728> please don’t cheat
560285474539831307,1,Y
560632618492624906,5,hhhhh
560635503175794698,51,guys what do you do when someone steals your hoodie
