ID,Channel,Content Length,Content
558471088171122699,general,4,Back
558471147470061569,general,21,The Audi is back guys
558471203397042188,general,29,Yeahhhh <@341648742685999106>
558471309932101633,general,45,Vrooming past the sleep <@341648742685999106>
558471379364741125,general,26,Idk if I have a gender....
558471440400252939,general,58,<@341648742685999106> he boi breaking all the speed limits
558471460256219177,general,20,Do cars have gender?
558471560814526466,general,38,Hmm so which gender dies Audi come in?
558471759888646177,general,141,<@383681993508126722> ok listen here_ I am literally moments away from breaking this shitty phone and ur only giving me more reasons to do it
558471810795044866,general,19,U make typos too ok
558471886275870721,general,3,Brb
558474092580175882,general,20,Tf is this chat rlly
558474209265844247,commands,5,!rank
558474314819829772,general,62,Ur having sexual intercourse with death? <@380928993144340482>
558474350614020097,general,4,Damn
558755895899848704,general,34,lmao guys gr33n's listening to rap
558755990225420338,general,4,LMAO
558756047192588288,general,41,well yk u can't turn back from slim shady
558756356287365130,general,56,nah my mood got from chill to shit <@285835383374348289>
558756436994424832,general,5,"lol"
558756469441298432,general,19,nice one there guys
558760782742028355,general,38,u guys rapping ? <@285835383374348289>
558760842879959050,general,6,turnes
558760847896477707,general,3,yes
558760877948403716,general,26,<@!351410575571419136> 0.0
558760907077976066,general,17,fking  move me in
558760945720098826,general,15,I wanna hear it
558761065123676160,general,32,<@285835383374348289> move me in
558761175245127700,general,4,Ha D
558761415729741844,general,47,waiting for him to choke <@!351410575571419136>
558761598504665088,general,3,aha
558761624211685387,general,11,there we go
558761791996297236,general,67,and cause of that shitty rap ur xp gets reset <@285835383374348289>
558761903380234252,general,16,salad on the mic
558762102064414750,general,29,yo I wanna hear bart sing ngl
558762303017844775,general,51,blah blah blah ***yeah***NLblah blah blah ***yeah***
558762449554374658,general,61,<@!480314730402152448> yeah I am listening to retards rapping
558762598145720351,general,19,***no links here***
558762666664132659,general,7,lmaoooo
558762684204711936,general,9,he choked
558762728966062137,general,23,this cheered my mood XD
558762815243157505,general,4,LMAO
558763409282170891,general,4,bart
558763419235385357,general,8,sing bts
558763927979425833,general,48,is that what happens when moto moto runs over u?
558764114525290511,general,43,glad they got extinct <@285835383374348289>
558764651920228352,general,15,lmao that wheez
558765183984599064,general,5,LMAOO
558765290201153567,general,40,nah I can make a better starter pack tbh
558765487014805515,general,23,? <@432150086076727296>
558765642828742657,general,4,LMAO
558765679868641290,general,18,Adrian is snorting
558765737804824586,general,26,old engine trying to start
558765783115628557,general,3,WTF
558765809867161610,general,20,a dog is in here too
558765843538903040,general,12,we got a dog
558765870894284840,general,25,and a old engine starting
558766068143751168,general,70,Adrian sounds like that engine u try to start in movies but it doesn't
558766313749872671,general,43,adrian what will new ppl think of that jeez
558766383899607040,general,59,that should be used instead of a CGI ghost in horror movies
558766716935602176,general,133,now this is the part where I fking am dead inside_ u all laughing and shit while I am sitting here poker faced <@!351410575571419136>
558767316620410880,general,23,*I wanna laugh too ffs*
558767783450640385,general,28,why tf can't I laugh at this
558768653169065984,general,26,why tf am I not laughing ?
558769308872998942,general,24,yeah I am dead inside :/
558769348018176013,general,31,I didn't laugh once during that
558769469313515559,general,34,wtf is wrong with me I wanna laugh
558769702885916682,general,32,"monkey banana like"~Adrian 2019
558769778219548723,general,54,fking hell u pronounced it right <@285835383374348289>
558769867642372148,general,5,Hay D
558769906544279572,general,4,nope
558769965382107138,general,13,the other one
558769981651943434,general,6,cha di
558770039151525926,general,2,eh
558770115395715093,general,54,(we don't have english alphabets in the language so..)
558770389317320704,general,3,brb
558771539378569229,general,53,or rather this the mature side <@!351410575571419136>
558771699622084608,general,34,<@!325122999789551616> IDK eitther
558771721713483829,general,12,this is hell
558772833929658408,general,26,<@!341648742685999106> yep
558772902678364241,general,42,add insomnia in too <@!341648742685999106>
558773010212061184,general,36,wtf u all are pronouncing teka wrong
558773143309647892,general,47,ok now that made me laugh <@285835383374348289>
558773259428954130,general,16,that's not it...
558777672621359106,general,45,<@285835383374348289> I will fking get u back
558777963953258506,commands,8,pls work
558777978025410580,commands,6,nation
558777997293781027,commands,4,news
558778010581598230,commands,6,pnever
558778030709800970,commands,15,pls deposit all
558778189803946007,general,9,oh swear?
558778204194734081,general,10,Adrianello
558778265914048532,general,6,Hoodie
558778360290082846,general,12,wb sugar pie
558778489122062362,general,32,dw bout it <@513224680786624513>
558778721348091926,general,26,here <@513224680786624513>
558778930841124864,general,18,memeulous uploaded
558785080764399617,general,4,back
558785177178865672,general,48,check out terroriser's vid <@390924141697564675>
558785202537627659,general,27,<@390924141697564675> I did
558785224889073665,general,27,<@390924141697564675>  cool
558785281248198656,general,32,<@549190695806697487> wait what?
558785317235327022,general,6,*mean*
558785429583953950,general,21,ok we god a kid in vc
558785574702546964,general,4,wait
558785651592527884,general,49,are the xp bottles in minecraft like blurred pps?
558785740729876525,general,20,that's what she said
558785817028329507,general,50,<@549190695806697487> I didn't question your voice
558786193937137664,general,59,ok aland ur already retarded u don't have to sound like one
558786519213539328,general,10,aDrain uwu
558786545134469120,general,2,XD
558786584724504617,general,14,animal service
558786594228928514,general,3,yes
558786661715017730,general,40,"Hadi I will report u to animal service"
558786957551992834,general,24,? <@!351410575571419136>
558787070085169167,general,2,ok
558787149072171008,general,44,at least I don't sound like a wannabe hoodie
558787290713948183,general,26,let's communicate in vegan
558787476634861590,general,43,*and once again doge wants to get involved*
558787545282904064,general,67,"I don't eat meat" yes that's what vegans are <@549190695806697487>
558787630209171458,general,3,yes
558787793690689554,general,28,damn I have to buy a new mic
558787818604724247,general,21,prob will buy tomrrow
558787917409943592,general,38,"I only eat vegan meat"~pinkberry 2019
558788026600521758,general,40,u eat vega's meat? <@549190695806697487>
558788657184636930,general,3,yes
558788707176677384,general,30,Adrian is sitting on my lap rn
558788724700217364,general,1,.
558788836507779074,general,10,vc1 is god
558789350104760371,general,54,I can't hear u with all this aid <@549190695806697487>
558790073584451585,general,4,um..
558790141070671896,general,40,ur assuming what? <@!518317847160684557>
558790588946972733,general,22,damn this mic is awful
558790687605391361,general,39,I am gonna go to buy a new mic tomorrow
558791193157435432,general,37,*state of mind* <@285835383374348289>
558791549660430348,general,31,cya mate <@!380928993144340482>
558795767272177665,general,38,"okay aland ur now mu bish"~aland 2019
558796494396981248,general,6,bartyy
558796720981409792,general,13,I shaved bart
558796764635856956,general,1,^
558796792670715954,general,3,see
558796808097103873,general,13,I shaved bart
558797171344801792,general,33,aland stole the kink peen from me
558797305084379146,general,20,bart I wanna shave u
558797656848072724,general,19,6-d hours challenge
558797890739240969,general,54,this vc is great (it really isn't we are dying inside)
558798043965685772,general,3,mhm
558798432001720340,general,12,jfc im dying
558799105812594719,general,66,I wonder why (fking has kongou in the name) <@!478791798345433088>
558799444024361000,general,16,that's english ^
558799522512502794,general,3,yep
558799612928983040,general,2,no
558799985244635174,general,23,yeah I wanna reach 181k
558800074214211627,general,24,atm I am at 180.5 so 181
558800190426054656,general,4,sure
558800556723011606,general,3,hry
558800810415357952,general,15,and bart u mean
558801133041221635,commands,8,pls work
558801147507245058,commands,4,fake
558801162162143232,commands,15,pls deposit all
558801182596923392,commands,7,pls bal
558802168421810183,general,29,I shaved bart and I regret it
558802280447737886,general,14,bart=beard btw
558802443748638723,commands,6,s!help
558802883219554304,commands,9,s!mylevel
