ID,Content Length,Content
558992331668193282,21,hi crying im spacebar
559008528484925441,8,you dont
559008709951356948,47,<@298491523459317762> you cant get a stack of 0
559008887051780140,63,uh no you could never_ you only could go above 64_ but never <0
