ID,Channel,Content Length,Content
558864918581870594,general,6,whamen
558865223986184203,general,79,this is so epic can we remove equal rights and enforce the oppression of whamen
559053682495455262,pokecord,15,p!catch scraggy
559054067951730688,general,17,Hello poopy faces
559054107684372480,general,19,How is your morning
