ID,Server,Channel,Content Length,Content
560626807880286250,Official Fortnite,clan-recruiting,570,==================NLQuantum Is now recruiting!NLNLLooking for Team Leaders and looking for members!NLNL4 teams; Bronze_ Silver_ Gold_ and Platinum.NLNLWe can fit you on a team! Only requirement is a mic!NLNLRequirements:NLNLBronze: MicNLNLSilver: 35=40 pts while trying out |(EXCEPTIONS)| 1.25+ KDR _ 50+ wins_ 2 kills a game_ 12+ age.NLNLGold: 40-49 pts while trying out |(EXCEPTIONS)| 3.5+ KDR_ 125+ wins_ 4 kills a game_ 5000 matches played total_ 12+ ageNLNLPlatinum: 50 pts while trying out_ 6+ KDR_ 250 wins_ 5 kills a game_ 7500 matches played_ Started playing Season 1-4_ age 12+
